time,ram_limit,cpu_limit,n,lat99
1647348061,1536M,1.5,50,1059382
1647348105,1280M,3.5,200,259858
1647348133,1280M,2.5,300,46991172
1647348204,1536M,1.5,50,263572
1647348251,1280M,3.5,200,280489
1647348285,1280M,2.5,300,44449906
1647348341,2560M,0.5,50,52437936
1647348353,1536M,1.5,100,28067643
1647348398,1280M,3.5,200,290410
1647348490,2560M,0.5,50,50370228
1647348502,1536M,1.5,100,22920308
1647348545,1280M,3.5,250,331521
1647348587,1280M,2.5,350,52661128
1647348639,2560M,0.5,50,57934162
1647348651,1536M,1.5,100,32468329
1647348693,1280M,3.5,250,422001
1647348739,1280M,2.5,350,51303203
1647348792,2560M,0.5,100,81861945
1647348801,1536M,1.5,150,58589054
1647348841,1280M,3.5,250,3974634
1647348950,2560M,0.5,100,79087887
1647348951,1536M,1.5,150,50263728
1647348993,1280M,3.5,300,9669719
1647349100,1536M,1.5,150,56591331
1647349113,2560M,0.5,150,92269991
1647349145,1280M,3.5,300,9502096
1647349252,1536M,1.5,200,68606075
1647349282,2560M,0.5,200,97540565
1647349296,1280M,3.5,300,8021950
1647349403,1536M,1.5,200,56623455
1647349451,2560M,0.5,200,96516652
1647349555,1536M,1.5,200,54671071
1647349596,1280M,3.5,350,4269994
1647349623,2560M,0.5,250,93286635
1647349706,1536M,1.5,250,78897141
1647349749,1280M,3.5,350,21526759
1647349808,2560M,0.5,250,93634489
1647349862,1536M,1.5,250,70480449
1647349919,1536M,2.5,50,1227
1647349992,2560M,0.5,300,98728965
1647350021,1536M,1.5,300,80218626
1647350051,1280M,3.5,400,12510918
1647350061,1536M,2.5,50,1894
1647350172,2560M,0.5,300,98624263
1647350176,1536M,1.5,300,79784806
1647350201,1280M,3.5,400,26900
1647350204,1536M,2.5,50,1818
1647350331,1536M,1.5,300,79884032
1647350344,2560M,0.5,350,100361632
1647350348,1536M,2.5,100,53764
1647350484,1536M,1.5,350,86618722
1647350491,1536M,2.5,100,78150
1647350543,2560M,0.5,350,97255757
1647350636,1536M,1.5,350,84782195
1647350639,1536M,2.5,100,6128321
1647350735,2560M,0.5,400,102683313
1647350788,1536M,2.5,150,17230088
1647350799,1536M,1.5,350,90901314
1647350937,1536M,2.5,150,10154633
1647350944,2560M,0.5,500,102833394
1647350961,1536M,1.5,400,88284174
1647351084,1536M,2.5,150,2220093
1647351131,1536M,1.5,450,92520682
1647351176,2560M,0.5,550,100272525
1647351234,1536M,2.5,200,18142281
1647351294,1536M,1.5,450,93030887
1647351385,1536M,2.5,200,18954130
1647351462,1536M,3.5,100,26671
1647351535,1536M,2.5,200,13340801
1647351605,1536M,3.5,100,52044
1647351612,1536M,1.5,500,93935289
1647351630,2816M,0.5,50,61776033
1647351686,1536M,2.5,250,34381176
1647351749,1536M,3.5,100,9832
1647351781,2816M,0.5,50,54023868
1647351838,1536M,2.5,250,28219608
1647351897,1536M,3.5,150,1451417
1647351932,2816M,0.5,50,54077956
1647351990,1536M,2.5,250,28299138
1647352042,1536M,3.5,150,169520
1647352084,2816M,0.5,100,80360150
1647352143,1536M,2.5,300,41752950
1647352187,1536M,3.5,150,139793
1647352245,2816M,0.5,100,82531381
1647352295,1536M,2.5,300,44094388
1647352334,1536M,3.5,200,87492
1647352407,2816M,0.5,150,81516354
1647352447,1536M,2.5,300,46441290
1647352481,1536M,3.5,200,132487
1647352578,2816M,0.5,200,96020847
1647352599,1536M,2.5,350,59339197
1647352628,1536M,3.5,200,283404
1647352744,2816M,0.5,200,92319193
1647352751,1536M,2.5,350,56078225
1647352776,1536M,3.5,250,4522836
1647352806,1792M,1.5,50,180890
1647352904,1536M,2.5,350,58299050
1647352912,2816M,0.5,250,98173767
1647352924,1536M,3.5,250,5448769
1647352949,1792M,1.5,50,121497
1647353057,1536M,2.5,400,63268839
1647353072,1536M,3.5,250,221869
1647353081,2816M,0.5,250,98194196
1647353092,1792M,1.5,50,1141
1647353210,1536M,2.5,400,68017454
1647353223,1536M,3.5,300,17790758
1647353241,1792M,1.5,100,41285911
1647353269,2816M,0.5,300,97644280
1647353363,1536M,2.5,400,69115444
1647353375,1536M,3.5,300,16098748
1647353390,1792M,1.5,100,43388783
1647353459,2816M,0.5,300,97453457
1647353526,1536M,3.5,300,8348629
1647353539,1792M,1.5,100,35027494
1647353644,2816M,0.5,350,97691866
1647353679,1536M,3.5,350,21883410
1647353690,1792M,1.5,150,60396070
1647353817,2816M,0.5,400,102830886
1647353831,1536M,3.5,350,22839064
1647353841,1792M,1.5,150,62555666
1647353984,1536M,3.5,350,16877932
1647353987,2816M,0.5,400,102625909
1647353990,1792M,1.5,150,60459318
1647354137,1536M,3.5,400,35587127
1647354142,1792M,1.5,200,79154419
1647354201,2816M,0.5,450,100063425
1647354290,1536M,3.5,400,25518414
1647354294,1792M,1.5,200,71047427
1647354345,1792M,2.5,50,24957
1647354418,2816M,0.5,450,102374770
1647354445,1536M,3.5,400,28923213
1647354447,1792M,1.5,200,73845344
1647354487,1792M,2.5,50,1005
1647354612,1792M,1.5,250,81336375
1647354636,2816M,0.5,500,104161991
1647354764,1792M,1.5,250,79902892
1647354774,1792M,2.5,100,68389
1647354876,2816M,0.5,600,103939241
1647354916,1792M,1.5,250,84493603
1647354918,1792M,2.5,100,747988
1647355062,1792M,2.5,100,92045
1647355070,1792M,1.5,300,82895056
1647355207,1792M,2.5,150,239563
1647355226,1792M,1.5,300,77584626
1647355309,3072M,0.5,50,48366918
1647355353,1792M,2.5,150,223132
1647355383,1792M,1.5,300,75173704
1647355458,3072M,0.5,50,37977499
1647355500,1792M,2.5,150,5444188
1647355541,1792M,1.5,350,85456730
1647355608,3072M,0.5,50,62229380
1647355651,1792M,2.5,200,36184449
1647355704,1792M,1.5,350,86354007
1647355765,3072M,0.5,100,76867870
1647355801,1792M,2.5,200,11864850
1647355865,1792M,1.5,400,92305024
1647355923,3072M,0.5,100,85038046
1647355951,1792M,2.5,200,20923054
1647356018,1792M,3.5,50,1676
1647356028,1792M,1.5,400,92922089
1647356089,3072M,0.5,150,93473988
1647356102,1792M,2.5,250,34960648
1647356160,1792M,3.5,50,1595
1647356197,1792M,1.5,450,92718520
1647356253,1792M,2.5,250,35374415
1647356265,3072M,0.5,200,97753114
1647356304,1792M,3.5,100,59148
1647356365,1792M,1.5,450,92537910
1647356404,1792M,2.5,250,37023909
1647356433,3072M,0.5,200,97311604
1647356447,1792M,3.5,100,8373
1647356531,1792M,1.5,500,93173230
1647356556,1792M,2.5,300,50467656
1647356591,1792M,3.5,100,1404
1647356612,3072M,0.5,250,97069151
1647356698,1792M,1.5,550,95692502
1647356708,1792M,2.5,300,51958167
1647356736,1792M,3.5,150,58040
1647356793,3072M,0.5,250,97622443
1647356859,1792M,2.5,300,53080394
1647356861,1792M,1.5,550,97016516
1647356881,1792M,3.5,150,148683
1647356982,3072M,0.5,300,98614378
1647357012,1792M,2.5,350,62914063
1647357027,1792M,3.5,150,144804
1647357030,1792M,1.5,600,98128781
1647357153,3072M,0.5,350,99330749
1647357164,1792M,2.5,350,64962502
1647357173,1792M,3.5,200,311416
1647357197,1792M,1.5,600,96838139
1647357317,1792M,2.5,350,57654172
1647357331,1792M,3.5,200,322009
1647357356,3072M,0.5,350,99105049
1647357471,1792M,2.5,400,70347577
1647357477,1792M,3.5,200,208382
1647357558,3072M,0.5,400,98079183
1647357608,2048M,1.5,50,466935
1647357625,1792M,2.5,400,71980411
1647357626,1792M,3.5,250,2852586
1647357750,3072M,0.5,450,86759654
1647357752,2048M,1.5,50,261803
1647357857,1792M,3.5,250,4580723
1647357861,1792M,2.5,400,68062052
1647357894,2048M,1.5,50,2517
1647357972,3072M,0.5,500,101611728
1647358005,1792M,3.5,250,5965185
1647358015,1792M,2.5,450,72671103
1647358044,2048M,1.5,100,33938231
1647358156,1792M,3.5,300,16578509
1647358170,1792M,2.5,450,73290970
1647358175,3072M,0.5,550,104527146
1647358193,2048M,1.5,100,39129370
1647358307,1792M,3.5,300,12683298
1647358324,1792M,2.5,450,73002973
1647358342,2048M,1.5,100,40618458
1647358418,3072M,0.5,600,102830227
1647358459,1792M,3.5,300,19909566
1647358519,2048M,1.5,150,62357934
1647358523,1792M,2.5,500,70216381
1647358611,1792M,3.5,350,23510936
1647358669,2048M,1.5,150,61721820
1647358682,1792M,2.5,500,72739458
1647358763,1792M,3.5,350,24380634
1647358819,2048M,1.5,150,61248570
1647358840,1792M,2.5,500,72288217
1647358857,3328M,0.5,50,62289955
1647358915,1792M,3.5,350,26927686
1647358971,2048M,1.5,200,74022627
1647358999,1792M,2.5,550,75430561
1647359008,3328M,0.5,50,63453428
1647359069,1792M,3.5,400,24409841
1647359127,2048M,1.5,200,72801104
1647359158,1792M,2.5,550,76978127
1647359159,3328M,0.5,50,64837334
1647359224,1792M,3.5,400,35272865
1647359285,2048M,1.5,200,74846473
1647359317,3328M,0.5,100,86629876
1647359320,1792M,2.5,550,77132276
1647359378,1792M,3.5,400,36485662
1647359443,2048M,1.5,250,81785170
1647359484,3328M,0.5,100,84964435
1647359532,1792M,3.5,450,29875265
1647359600,2048M,1.5,250,79811478
1647359651,3328M,0.5,150,92821098
1647359687,1792M,3.5,450,29258313
1647359760,2048M,1.5,300,85068022
1647359820,3328M,0.5,200,97167767
1647359842,1792M,3.5,450,26629104
1647359921,2048M,1.5,300,76503034
1647359986,3328M,0.5,200,97520155
1647359997,1792M,3.5,500,50746086
1647360085,2048M,1.5,350,89852770
1647360153,1792M,3.5,500,47354802
1647360167,3328M,0.5,250,98127354
1647360245,2048M,1.5,350,81118116
1647360308,1792M,3.5,500,50108745
1647360312,2048M,2.5,50,24918
1647360347,3328M,0.5,250,97420705
1647360410,2048M,1.5,400,86826397
1647360454,2048M,2.5,50,32406
1647360537,3328M,0.5,300,98579141
1647360571,2048M,1.5,400,88879808
1647360596,2048M,2.5,50,15412
1647360620,1792M,3.5,550,51766992
1647360727,3328M,0.5,350,100347789
1647360734,2048M,1.5,450,93280927
1647360740,2048M,2.5,100,301295
1647360888,2048M,2.5,100,375313
1647360900,2048M,1.5,450,86853518
1647360991,3328M,0.5,400,101365169
1647361032,2048M,2.5,100,121039
1647361060,2048M,1.5,450,91030460
1647361178,2048M,2.5,150,1056501
1647361197,3328M,0.5,450,101608927
1647361226,2048M,1.5,500,92424688
1647361323,2048M,2.5,150,235040
1647361390,2048M,1.5,500,87704541
1647361397,3328M,0.5,500,100762566
1647361472,2048M,2.5,150,13200460
1647361564,2048M,1.5,550,94863251
1647361630,3328M,0.5,600,104091957
1647361636,2048M,2.5,200,24007007
1647361731,2048M,1.5,600,92367826
1647361786,2048M,2.5,200,27225032
1647361905,2048M,1.5,600,95250825
1647361936,2048M,2.5,200,26732313
1647361943,2048M,3.5,50,1191
1647362066,2048M,1.5,600,97176548
1647362087,2048M,2.5,250,45443954
1647362225,3584M,0.5,50,55905468
1647362229,2048M,3.5,100,35699
1647362237,2048M,2.5,250,43791792
1647362372,2048M,3.5,100,9399
1647362375,3584M,0.5,50,55618737
1647362388,2048M,2.5,250,39063447
1647362477,2304M,1.5,50,430549
1647362516,2048M,3.5,100,3756
1647362528,3584M,0.5,100,83211388
1647362540,2048M,2.5,300,50720655
1647362620,2304M,1.5,50,1573376
1647362660,2048M,3.5,150,111525
1647362686,3584M,0.5,100,81597882
1647362692,2048M,2.5,300,46098500
1647362764,2304M,1.5,50,1501585
1647362805,2048M,3.5,150,131379
1647362844,2048M,2.5,300,45991309
1647362854,3584M,0.5,150,90871463
1647362912,2304M,1.5,100,30236728
1647362950,2048M,3.5,150,105292
1647362997,2048M,2.5,350,52030717
1647363028,3584M,0.5,200,95233579
1647363061,2304M,1.5,100,33581967
1647363096,2048M,3.5,200,255526
1647363151,2048M,2.5,350,53544417
1647363194,3584M,0.5,200,94869308
1647363209,2304M,1.5,100,34443949
1647363243,2048M,3.5,200,210950
1647363304,2048M,2.5,350,51986643
1647363359,2304M,1.5,150,60496230
1647363364,3584M,0.5,250,98492957
1647363389,2048M,3.5,200,197843
1647363459,2048M,2.5,400,59872344
1647363508,2304M,1.5,150,62989567
1647363538,2048M,3.5,250,3480193
1647363538,3584M,0.5,250,98870881
1647363612,2048M,2.5,400,58698988
1647363658,2304M,1.5,150,61720734
1647363686,2048M,3.5,250,2074484
1647363728,3584M,0.5,300,99238078
1647363766,2048M,2.5,400,59664468
1647363809,2304M,1.5,200,73783395
1647363835,2048M,3.5,250,2078309
1647363918,3584M,0.5,350,101576960
1647363920,2048M,2.5,450,67465864
1647363960,2304M,1.5,200,75316551
1647363987,2048M,3.5,300,15249666
1647364075,2048M,2.5,450,67474121
1647364111,2304M,1.5,200,75456231
1647364121,3584M,0.5,400,103296787
1647364139,2048M,3.5,300,13778576
1647364231,2048M,2.5,450,67272947
1647364264,2304M,1.5,250,81377006
1647364291,2048M,3.5,300,14779443
1647364386,2048M,2.5,500,72058555
1647364402,3584M,0.5,500,104007911
1647364422,2304M,1.5,250,84124284
1647364444,2048M,3.5,350,26228615
1647364545,2048M,2.5,500,72134365
1647364579,2304M,1.5,250,84457202
1647364597,2048M,3.5,350,26962170
1647364634,3584M,0.5,550,104391382
1647364705,2048M,2.5,500,73080114
1647364738,2304M,1.5,300,88599992
1647364750,2048M,3.5,350,27787229
1647364864,2048M,2.5,550,76974699
1647364897,2304M,1.5,300,89321885
1647364905,2048M,3.5,400,37225075
1647365023,2048M,2.5,550,76289245
1647365058,2304M,1.5,300,87701063
1647365059,2048M,3.5,400,36427856
1647365083,3840M,0.5,50,64508210
1647365182,2048M,2.5,550,78127522
1647365212,2048M,3.5,400,38033378
1647365221,2304M,1.5,350,91500266
1647365234,3840M,0.5,50,66721381
1647365342,2048M,2.5,600,81747385
1647365367,2048M,3.5,450,45025989
1647365385,3840M,0.5,50,66820090
1647365386,2304M,1.5,400,92859473
1647365503,2048M,2.5,600,83648405
1647365521,2048M,3.5,450,46740921
1647365541,3840M,0.5,100,87769777
1647365551,2304M,1.5,400,92187188
1647365663,2048M,2.5,600,84296674
1647365676,2048M,3.5,450,44955987
1647365706,3840M,0.5,100,82798820
1647365720,2304M,1.5,450,90647108
1647365831,2048M,3.5,500,41867670
1647365868,3840M,0.5,150,93557197
1647365885,2304M,1.5,450,93582924
1647365987,2048M,3.5,500,51147830
1647366045,3840M,0.5,200,93348978
1647366057,2304M,1.5,500,91070237
1647366142,2048M,3.5,500,43237111
1647366179,2304M,2.5,50,2014
1647366219,3840M,0.5,200,97211156
1647366229,2304M,1.5,550,95379383
1647366298,2048M,3.5,550,50484489
1647366322,2304M,2.5,50,2239
1647366401,2304M,1.5,550,93368105
1647366401,3840M,0.5,250,98212478
1647366453,2048M,3.5,550,53868166
1647366464,2304M,2.5,50,15036
1647366573,2304M,1.5,600,95373651
1647366581,3840M,0.5,300,99179950
1647366608,2304M,2.5,100,257904
1647366610,2048M,3.5,550,56433898
1647366737,2304M,1.5,600,96612539
1647366749,3840M,0.5,300,100554182
1647366752,2304M,2.5,100,265049
1647366775,2048M,3.5,600,56832709
1647366896,2304M,2.5,100,342460
1647366916,3840M,0.5,350,101113102
1647366933,2048M,3.5,600,54505467
1647367043,2304M,2.5,150,6184938
1647367091,2048M,3.5,600,50827054
1647367107,3840M,0.5,350,98821125
1647367149,2560M,1.5,50,157722
1647367192,2304M,2.5,150,16764184
1647367278,3840M,0.5,350,97560205
1647367292,2560M,1.5,50,944889
1647367340,2304M,2.5,150,8834687
1647367435,2560M,1.5,50,165112
1647367464,3840M,0.5,400,99216765
1647367487,2304M,2.5,200,376500
1647367583,2560M,1.5,100,38802623
1647367637,2304M,2.5,200,9810284
1647367674,3840M,0.5,450,100966447
1647367732,2560M,1.5,100,44388887
1647367786,2304M,2.5,200,1967069
1647367878,3840M,0.5,500,104539734
1647367880,2560M,1.5,100,47469044
1647367937,2304M,2.5,250,26778291
1647368024,2304M,3.5,100,76650
1647368031,2560M,1.5,150,62206231
1647368088,2304M,2.5,250,30868275
1647368098,3840M,0.5,550,103252207
1647368167,2304M,3.5,100,47699
1647368182,2560M,1.5,150,62658866
1647368239,2304M,2.5,250,28847237
1647368311,2304M,3.5,100,11172
1647368333,2560M,1.5,150,60355158
1647368392,2304M,2.5,300,43592069
1647368456,2304M,3.5,150,164922
1647368486,2560M,1.5,200,71865464
1647368544,2304M,2.5,300,47825995
1647368601,2304M,3.5,150,134282
1647368638,2560M,1.5,200,67832540
1647368696,2304M,2.5,300,47077948
1647368713,4096M,0.5,50,62028174
1647368746,2304M,3.5,150,145492
1647368791,2560M,1.5,200,68251813
1647368849,2304M,2.5,350,56331625
1647368863,4096M,0.5,50,64631272
1647368893,2304M,3.5,200,172390
1647368944,2560M,1.5,250,76696121
1647369002,2304M,2.5,350,55177472
1647369012,4096M,0.5,50,66616351
1647369040,2304M,3.5,200,133125
1647369105,2560M,1.5,250,75451762
1647369154,2304M,2.5,350,58149715
1647369165,4096M,0.5,100,89205776
1647369187,2304M,3.5,200,138371
1647369263,2560M,1.5,250,76279229
1647369307,2304M,2.5,400,66589233
1647369325,4096M,0.5,100,87658611
1647369336,2304M,3.5,250,7117077
1647369426,2560M,1.5,300,84164049
1647369461,2304M,2.5,400,68371828
1647369484,2304M,3.5,250,5861089
1647369492,4096M,0.5,150,94107699
1647369590,2560M,1.5,350,86669277
1647369614,2304M,2.5,400,70349647
1647369633,2304M,3.5,250,6203626
1647369667,4096M,0.5,200,95615018
1647369749,2560M,1.5,350,87528167
1647369769,2304M,2.5,450,75013789
1647369785,2304M,3.5,300,16718339
1647369844,4096M,0.5,200,95902181
1647369909,2560M,1.5,400,92305432
1647369924,2304M,2.5,450,75838365
1647369937,2304M,3.5,300,16962259
1647370034,4096M,0.5,250,98006941
1647370067,2560M,1.5,400,92618127
1647370078,2304M,2.5,450,75713823
1647370089,2304M,3.5,300,15544543
1647370217,4096M,0.5,300,98480917
1647370226,2560M,1.5,450,94795827
1647370234,2304M,2.5,500,80537031
1647370242,2304M,3.5,350,31706814
1647370388,2560M,1.5,450,95852325
1647370390,2304M,2.5,500,79988347
1647370395,2304M,3.5,350,29798693
1647370399,4096M,0.5,300,101463717
1647370545,2304M,2.5,500,80324824
1647370548,2304M,3.5,350,28805820
1647370554,2560M,1.5,450,95285005
1647370597,4096M,0.5,350,100632359
1647370702,2304M,3.5,400,38765229
1647370702,2304M,2.5,550,81781383
1647370722,2560M,1.5,500,95881173
1647370844,4096M,0.5,450,104158839
1647370856,2304M,3.5,400,39043046
1647370859,2304M,2.5,550,83112876
1647370896,2560M,1.5,550,96208348
1647371009,2304M,3.5,400,38708448
1647371018,2304M,2.5,550,82973648
1647371069,2560M,1.5,550,96647466
1647371078,4096M,0.5,500,104750427
1647371163,2304M,3.5,450,43957919
1647371177,2304M,2.5,600,85186813
1647371245,2560M,1.5,600,97828769
1647371317,2304M,3.5,450,45199230
1647371323,4096M,0.5,600,104526282
1647371339,2304M,2.5,600,81200789
1647371471,2304M,3.5,450,44419142
1647371499,2304M,2.5,600,80637855
1647371626,2304M,3.5,500,29442942
1647371659,2816M,1.5,50,106581
1647371781,2304M,3.5,500,47923906
1647371802,2816M,1.5,50,112438
1647371935,2304M,3.5,500,28945227
1647371944,2816M,1.5,50,270550
1647372013,2560M,2.5,50,9237
1647372091,2304M,3.5,550,46252889
1647372094,2816M,1.5,100,26339211
1647372155,2560M,2.5,50,24279
1647372244,2816M,1.5,100,26819723
1647372247,2304M,3.5,550,45601232
1647372297,2560M,2.5,50,36875
1647372393,2816M,1.5,100,26033614
1647372404,2304M,3.5,550,48806766
1647372441,2560M,2.5,100,18106
1647372542,2816M,1.5,150,52101442
1647372560,2304M,3.5,600,55163609
1647372584,2560M,2.5,100,67234
1647372691,2816M,1.5,150,49551599
1647372717,2304M,3.5,600,57803375
1647372728,2560M,2.5,100,140399
1647372839,2816M,1.5,150,1159057
1647372942,2560M,2.5,150,9603317
1647372949,2304M,3.5,600,58592952
1647372991,2816M,1.5,200,56686376
1647373091,2560M,2.5,150,8131007
1647373141,2816M,1.5,200,65102945
1647373240,2560M,2.5,150,12965575
1647373293,2816M,1.5,200,55532919
1647373390,2560M,2.5,200,12447288
1647373444,2816M,1.5,250,74721716
1647373540,2560M,2.5,200,15302538
1647373595,2816M,1.5,250,78533123
1647373597,2560M,3.5,50,1843
1647373690,2560M,2.5,200,14089520
1647373749,2816M,1.5,250,76909211
1647373841,2560M,2.5,250,35368525
1647373882,2560M,3.5,100,9306
1647373904,2816M,1.5,300,79771126
1647373992,2560M,2.5,250,36122133
1647374026,2560M,3.5,100,1553
1647374063,2816M,1.5,300,77373516
1647374142,2560M,2.5,250,40251982
1647374223,2816M,1.5,300,75534396
1647374293,2560M,2.5,300,52464910
1647374314,2560M,3.5,150,138576
1647374384,2816M,1.5,350,79426253
1647374445,2560M,2.5,300,54052338
1647374459,2560M,3.5,150,113838
1647374546,2816M,1.5,350,79678140
1647374596,2560M,2.5,300,55822575
1647374604,2560M,3.5,150,142055
1647374708,2816M,1.5,400,82394082
1647374749,2560M,2.5,350,65098317
1647374751,2560M,3.5,200,270971
1647374867,2816M,1.5,400,83893097
1647374898,2560M,3.5,200,271458
1647374903,2560M,2.5,350,64518346
1647375026,2816M,1.5,400,84888950
1647375044,2560M,3.5,200,257363
1647375076,2560M,2.5,350,55421074
1647375188,2816M,1.5,450,91768230
1647375192,2560M,3.5,250,3215686
1647375230,2560M,2.5,400,59979929
1647375340,2560M,3.5,250,4443094
1647375353,2816M,1.5,450,91640327
1647375385,2560M,2.5,400,60758249
1647375488,2560M,3.5,250,3611921
1647375520,2816M,1.5,500,92384300
1647375539,2560M,2.5,400,61292807
1647375640,2560M,3.5,300,9898112
1647375685,2816M,1.5,550,93153470
1647375695,2560M,2.5,450,65850584
1647375792,2560M,3.5,300,14624945
1647375849,2560M,2.5,450,65631123
1647375852,2816M,1.5,550,93047986
1647375944,2560M,3.5,300,15848917
1647376003,2560M,2.5,450,65792696
1647376024,2816M,1.5,600,95169984
1647376097,2560M,3.5,350,21322377
1647376160,2560M,2.5,500,62765982
1647376249,2560M,3.5,350,25657979
1647376316,2560M,2.5,500,70060732
1647376402,2560M,3.5,350,25349864
1647376475,2560M,2.5,500,63490445
1647376555,2560M,3.5,400,31752637
1647376573,3072M,1.5,50,114903
1647376632,2560M,2.5,550,70272097
1647376708,2560M,3.5,400,33143935
1647376716,3072M,1.5,50,300424
1647376793,2560M,2.5,550,69330145
1647376859,3072M,1.5,50,289631
1647376861,2560M,3.5,400,33896663
1647376953,2560M,2.5,550,68542086
1647377007,3072M,1.5,100,41700419
1647377016,2560M,3.5,450,42382306
1647377114,2560M,2.5,600,74110632
1647377155,3072M,1.5,100,39390179
1647377170,2560M,3.5,450,42490068
1647377276,2560M,2.5,600,74463266
1647377303,3072M,1.5,100,39660403
1647377325,2560M,3.5,450,41827628
1647377436,2560M,2.5,600,76202296
1647377453,3072M,1.5,150,60240573
1647377481,2560M,3.5,500,49667589
1647377601,3072M,1.5,150,54448030
1647377636,2560M,3.5,500,47156503
1647377751,3072M,1.5,150,58155260
1647377791,2560M,3.5,500,41866629
1647377901,3072M,1.5,200,52389430
1647377947,2560M,3.5,550,53330867
1647377952,2816M,2.5,50,9520
1647378054,3072M,1.5,200,66451271
1647378095,2816M,2.5,50,68460
1647378103,2560M,3.5,550,72396776
1647378210,3072M,1.5,200,77225033
1647378238,2816M,2.5,50,14889
1647378259,2560M,3.5,550,55271445
1647378361,3072M,1.5,250,82487550
1647378386,2816M,2.5,100,20657494
1647378419,2560M,3.5,600,63993871
1647378517,3072M,1.5,250,89134222
1647378534,2816M,2.5,100,14916129
1647378579,2560M,3.5,600,62354702
1647378678,3072M,1.5,300,93450921
1647378682,2816M,2.5,100,11330117
1647378737,2560M,3.5,600,63575563
1647378809,1024M,4.0,100,1380
1647378831,2816M,2.5,150,12279426
1647378842,3072M,1.5,300,82651995
1647378952,1024M,4.0,100,1028
1647378980,2816M,2.5,150,28753174
1647379006,3072M,1.5,350,91168356
1647379096,1024M,4.0,100,1207
1647379125,2816M,2.5,150,175484
1647379170,3072M,1.5,350,81241193
1647379241,1024M,4.0,150,130608
1647379276,2816M,2.5,200,41639675
1647379339,3072M,1.5,400,90971689
1647379386,1024M,4.0,150,121714
1647379427,2816M,2.5,200,33486004
1647379504,3072M,1.5,450,93484672
1647379531,1024M,4.0,150,107599
1647379578,2816M,2.5,200,29242470
1647379665,3072M,1.5,450,94247977
1647379678,1024M,4.0,200,245011
1647379678,2816M,3.5,100,127958
1647379731,2816M,2.5,250,41753706
1647379823,2816M,3.5,100,115490
1647379825,1024M,4.0,200,191457
1647379828,3072M,1.5,450,95156388
1647379883,2816M,2.5,250,44074131
1647379966,2816M,3.5,100,119509
1647379972,1024M,4.0,200,137544
1647379998,3072M,1.5,500,94291834
1647380035,2816M,2.5,250,42947247
1647380111,2816M,3.5,150,395476
1647380120,1024M,4.0,250,216961
1647380167,3072M,1.5,500,93753952
1647380189,2816M,2.5,300,56128214
1647380256,2816M,3.5,150,423490
1647380268,1024M,4.0,250,263343
1647380338,3072M,1.5,550,96179375
1647380341,2816M,2.5,300,55279013
1647380402,2816M,3.5,150,393491
1647380417,1024M,4.0,250,219097
1647380495,2816M,2.5,300,57330854
1647380512,3072M,1.5,550,97349671
1647380549,2816M,3.5,200,1734617
1647380565,1024M,4.0,300,139100
1647380649,2816M,2.5,350,64245719
1647380680,3072M,1.5,600,98615333
1647380698,2816M,3.5,200,14839264
1647380715,1024M,4.0,300,7847860
1647380803,2816M,2.5,350,58974288
1647380846,2816M,3.5,200,9556939
1647380956,2816M,2.5,350,59354401
1647380996,2816M,3.5,250,13874138
1647381110,2816M,2.5,400,66509800
1647381144,2816M,3.5,250,309987
1647381249,3328M,1.5,50,3815633
1647381263,2816M,2.5,400,67638488
1647381293,2816M,3.5,250,357817
1647381393,3328M,1.5,50,3532395
1647381416,2816M,2.5,400,66269136
1647381445,2816M,3.5,300,13438124
1647381538,3328M,1.5,50,3214563
1647381570,2816M,2.5,450,69165920
1647381597,2816M,3.5,300,14954170
1647381687,3328M,1.5,100,49146015
1647381725,2816M,2.5,450,81297109
1647381749,2816M,3.5,300,41647302
1647381836,3328M,1.5,100,46797673
1647381884,2816M,2.5,450,73498746
1647381903,2816M,3.5,350,24372823
1647381985,3328M,1.5,100,59177449
1647382045,2816M,2.5,500,83853413
1647382057,2816M,3.5,350,40031634
1647382135,3328M,1.5,150,76158196
1647382206,2816M,2.5,500,86307245
1647382211,2816M,3.5,350,41017520
1647382288,3328M,1.5,150,74695408
1647382366,2816M,3.5,400,48825342
1647382369,2816M,2.5,500,84280039
1647382420,1280M,4.0,100,10261
1647382439,3328M,1.5,150,70798892
1647382520,2816M,3.5,400,49514597
1647382531,2816M,2.5,550,86112385
1647382564,1280M,4.0,100,56436
1647382592,3328M,1.5,200,78948897
1647382674,2816M,3.5,400,50447504
1647382690,2816M,2.5,550,87296282
1647382708,1280M,4.0,100,1273
1647382750,3328M,1.5,200,77233437
1647382828,2816M,3.5,450,58624022
1647382851,2816M,2.5,550,88838272
1647382854,1280M,4.0,150,157130
1647382909,3328M,1.5,200,77406825
1647382982,2816M,3.5,450,60786399
1647382999,1280M,4.0,150,134932
1647383015,2816M,2.5,600,87854013
1647383069,3328M,1.5,250,82569537
1647383136,2816M,3.5,450,62242033
1647383144,1280M,4.0,150,129160
1647383181,2816M,2.5,600,85118139
1647383230,3328M,1.5,250,83634211
1647383291,2816M,3.5,500,64898383
1647383291,1280M,4.0,200,288156
1647383392,3328M,1.5,300,86443772
1647383439,1280M,4.0,200,286311
1647383448,2816M,3.5,500,67027482
1647383552,3328M,1.5,300,86283773
1647383585,1280M,4.0,200,200629
1647383605,2816M,3.5,500,54892529
1647383705,3072M,2.5,50,78711
