time,ram_limit,cpu_limit,ram_usage,cpu_usage,n,lat95
1647355226,1792M,1.5,916094976.0,0.501135,300,77322117
1647355309,3072M,0.5,331640832.0,0.148394,50,48264343
1647355353,1792M,2.5,588242944.0,0.871765,150,196207
1647355383,1792M,1.5,876163072.0,0.517304,300,74947950
1647355458,3072M,0.5,336252928.0,0.148713,50,37888318
1647355500,1792M,2.5,394752000.0,0.884933,150,5241357
1647355541,1792M,1.5,1046712320.0,0.548576,350,85190252
1647355608,3072M,0.5,338669568.0,0.172194,50,62040622
1647355651,1792M,2.5,737124352.0,0.884933,200,35589032
1647355704,1792M,1.5,970649600.0,0.511074,350,86136549
1647355765,3072M,0.5,454897664.0,0.151239,100,76663554
1647355801,1792M,2.5,678260736.0,0.852767,200,11660983
1647355865,1792M,1.5,1136504832.0,0.437097,400,92127247
1647355923,3072M,0.5,453312512.0,0.156197,100,84709404
1647355951,1792M,2.5,724078592.0,0.916065,200,20006563
1647356018,1792M,3.5,249044992.0,1.108428,50,421
1647356028,1792M,1.5,1129971712.0,0.439147,400,92639754
1647356089,3072M,0.5,546033664.0,0.156197,150,93224007
1647356102,1792M,2.5,846024704.0,0.917054,250,34196843
1647356160,1792M,3.5,248643584.0,1.10092,50,501
1647356197,1792M,1.5,1304158208.0,0.403621,450,92536741
1647356253,1792M,2.5,866242560.0,0.9251,250,34910170
1647356265,3072M,0.5,748777472.0,0.140898,200,97594886
1647356304,1792M,3.5,301879296.0,1.147861,100,42811
1647356365,1792M,1.5,1360019456.0,0.412788,450,92262066
1647356404,1792M,2.5,857579520.0,0.9251,250,36470261
1647356433,3072M,0.5,748777472.0,0.143641,200,97229232
1647356447,1792M,3.5,308461568.0,1.359501,100,3265
1647356531,1792M,1.5,1365098496.0,0.417534,500,92955906
1647356556,1792M,2.5,1019310080.0,0.916195,300,49992560
1647356591,1792M,3.5,327766016.0,1.48561,100,564
1647356612,3072M,0.5,795570176.0,0.150566,250,97007160
1647356698,1792M,1.5,1500028928.0,0.417534,550,95540035
1647356708,1792M,2.5,1017376768.0,0.901316,300,51380312
1647356736,1792M,3.5,362037248.0,1.48561,150,42460
1647356793,3072M,0.5,790196224.0,0.157777,250,97408448
1647356859,1792M,2.5,1026674688.0,0.866866,300,52738257
1647356861,1792M,1.5,1608298496.0,0.419355,550,96799496
1647356881,1792M,3.5,374943744.0,1.371236,150,126081
1647356982,3072M,0.5,958377984.0,0.161228,300,98504413
1647357012,1792M,2.5,1163005952.0,0.843669,350,62562303
1647357027,1792M,3.5,365568000.0,1.371236,150,120767
1647357030,1792M,1.5,1608298496.0,0.433698,600,97826527
1647357153,3072M,0.5,958377984.0,0.174818,350,99242516
1647357164,1792M,2.5,1145483264.0,0.822977,350,64432866
1647357173,1792M,3.5,441561088.0,1.366919,200,266628
1647357197,1792M,1.5,2800054272.0,0.345778,600,96631843
1647357317,1792M,2.5,1206542336.0,0.879196,350,56819511
1647357331,1792M,3.5,442093568.0,1.353235,200,279896
1647357356,3072M,0.5,1022349312.0,0.172702,350,98934067
1647357471,1792M,2.5,1290846208.0,0.922333,400,69597569
1647357477,1792M,3.5,439607296.0,1.353235,200,187187
1647357558,3072M,0.5,1042210816.0,0.1925,400,98038956
1647357608,2048M,1.5,297758720.0,0.333017,50,423076
1647357625,1792M,2.5,1246633984.0,0.922333,400,71510475
1647357626,1792M,3.5,674783232.0,1.393304,250,1576273
1647357750,3072M,0.5,1232941056.0,0.288556,450,86633663
1647357752,2048M,1.5,264036352.0,0.340488,50,226801
1647357857,1792M,3.5,587743232.0,1.393304,250,3954764
1647357861,1792M,2.5,1229434880.0,0.811897,400,67728024
1647357894,2048M,1.5,268906496.0,0.363467,50,1026
1647357972,3072M,0.5,1095155712.0,0.305682,500,101440725
1647358005,1792M,3.5,648531968.0,1.492832,250,5179103
1647358015,1792M,2.5,1288290304.0,0.906037,450,72367610
1647358044,2048M,1.5,545587200.0,0.363467,100,33761187
1647358156,1792M,3.5,1008402432.0,1.512939,300,16159955
1647358170,1792M,2.5,1345822720.0,0.906037,450,73018487
1647358175,3072M,0.5,1479880704.0,0.19797,550,103393096
1647358193,2048M,1.5,476831744.0,0.360923,100,39010716
1647358307,1792M,3.5,932093952.0,1.512939,300,12057182
1647358324,1792M,2.5,1386582016.0,0.895038,450,72722895
1647358342,2048M,1.5,464822272.0,0.36009,100,40510936
1647358418,3072M,0.5,1479880704.0,0.195459,600,102249545
1647358459,1792M,3.5,1003884544.0,1.635349,300,13627210
1647358519,2048M,1.5,586244096.0,0.336266,150,62119791
1647358523,1792M,2.5,1474240512.0,0.912387,500,69902030
1647358611,1792M,3.5,1153875968.0,1.646277,350,22942784
1647358669,2048M,1.5,546111488.0,0.34207,150,61611790
1647358682,1792M,2.5,1467400192.0,0.995215,500,72393795
1647358763,1792M,3.5,1117216768.0,1.554211,350,23458454
1647358819,2048M,1.5,569757696.0,0.367467,150,61070130
1647358840,1792M,2.5,1425649664.0,0.997549,500,71985674
1647358857,3328M,0.5,330264576.0,0.115629,50,62206779
1647358915,1792M,3.5,1124872192.0,1.45577,350,25777920
1647358971,2048M,1.5,718704640.0,0.374398,200,73801826
1647358999,1792M,2.5,1531809792.0,1.001765,550,75068572
1647359008,3328M,0.5,345436160.0,0.130346,50,63237202
1647359069,1792M,3.5,1295069184.0,1.533498,400,23920490
1647359127,2048M,1.5,715112448.0,0.394757,200,72619321
1647359158,1792M,2.5,3154558976.0,0.994329,550,76615519
1647359159,3328M,0.5,346083328.0,0.130346,50,64719416
1647359224,1792M,3.5,1326673920.0,1.571429,400,34215868
1647359285,2048M,1.5,683491328.0,0.394757,200,74722090
1647359317,3328M,0.5,440070144.0,0.128585,100,86413466
1647359320,1792M,2.5,2921238528.0,0.960568,550,76822571
1647359378,1792M,3.5,1361158144.0,1.571429,400,35453465
1647359443,2048M,1.5,822996992.0,0.385918,250,81452122
1647359484,3328M,0.5,438943744.0,0.13308,100,84791734
1647359532,1792M,3.5,1389203456.0,1.497089,450,29161769
1647359600,2048M,1.5,881897472.0,0.397937,250,79654309
1647359651,3328M,0.5,520708096.0,0.144091,150,92675869
1647359687,1792M,3.5,1403850752.0,1.727675,450,28238633
1647359760,2048M,1.5,982564864.0,0.420504,300,84879496
1647359820,3328M,0.5,663252992.0,0.147014,200,96913522
1647359842,1792M,3.5,1415172096.0,1.737248,450,25988576
1647359921,2048M,1.5,879108096.0,0.475218,300,76254854
1647359986,3328M,0.5,674807808.0,0.160646,200,97452191
1647359997,1792M,3.5,1552707584.0,1.737248,500,49917345
1647360085,2048M,1.5,1009696768.0,0.455743,350,89650520
1647360153,1792M,3.5,1550798848.0,1.646942,500,46542392
1647360167,3328M,0.5,674807808.0,0.153128,250,97946280
1647360245,2048M,1.5,1052696576.0,0.433952,350,80854215
1647360308,1792M,3.5,1545400320.0,1.57337,500,49344142
1647360312,2048M,2.5,256401408.0,0.774845,50,17435
1647360347,3328M,0.5,866893824.0,0.154548,250,97291902
1647360410,2048M,1.5,1138978816.0,0.486106,400,86565327
1647360454,2048M,2.5,254218240.0,0.725496,50,24264
1647360537,3328M,0.5,857051136.0,0.163083,300,98432836
1647360571,2048M,1.5,1209380864.0,0.471788,400,88345015
1647360596,2048M,2.5,247463936.0,0.725496,50,10050
1647360620,1792M,3.5,3397017600.0,1.23107,550,51317150
1647360727,3328M,0.5,1042706432.0,0.165204,350,100239759
1647360734,2048M,1.5,1445998592.0,0.445505,450,93018416
1647360740,2048M,2.5,333467648.0,0.679252,100,265000
1647360888,2048M,2.5,502272000.0,0.794101,100,307331
1647360900,2048M,1.5,1445998592.0,0.467747,450,86439869
1647360991,3328M,0.5,1042706432.0,0.159714,400,100599061
1647361032,2048M,2.5,317014016.0,1.065243,100,103443
1647361060,2048M,1.5,1242976256.0,0.48881,450,90702575
1647361178,2048M,2.5,446889984.0,1.065243,150,957391
1647361197,3328M,0.5,1099018240.0,0.166116,450,101505944
1647361226,2048M,1.5,1401823232.0,0.472964,500,92267970
1647361323,2048M,2.5,476721152.0,1.018777,150,214263
1647361390,2048M,1.5,1401823232.0,0.506683,500,87272661
1647361397,3328M,0.5,1172180992.0,0.179135,500,100619597
1647361472,2048M,2.5,568057856.0,1.018777,150,12432305
1647361564,2048M,1.5,1428840448.0,0.506683,550,94615654
1647361630,3328M,0.5,1448374272.0,0.174886,600,104060830
1647361636,2048M,2.5,755200000.0,0.930661,200,23523240
1647361731,2048M,1.5,1517596672.0,0.467841,600,92235765
1647361786,2048M,2.5,765165568.0,0.797858,200,26256397
1647361905,2048M,1.5,1628741632.0,0.485821,600,94993215
1647361936,2048M,2.5,762585088.0,0.800573,200,26044600
1647361943,2048M,3.5,253067264.0,1.035603,50,445
1647362066,2048M,1.5,1628741632.0,0.470239,600,97026170
1647362087,2048M,2.5,880603136.0,0.804585,250,44591194
1647362225,3584M,0.5,331464704.0,0.134014,50,55767105
1647362229,2048M,3.5,302931968.0,1.172572,100,25083
1647362237,2048M,2.5,866033664.0,0.7994,250,43215801
1647362372,2048M,3.5,309604352.0,1.347633,100,1986
1647362375,3584M,0.5,336580608.0,0.15125,50,55548819
1647362388,2048M,2.5,854024192.0,0.80169,250,38444764
1647362477,2304M,1.5,265195520.0,0.405607,50,381976
1647362516,2048M,3.5,305328128.0,1.358408,100,1652
1647362528,3584M,0.5,471498752.0,0.15125,100,82879845
1647362540,2048M,2.5,1002676224.0,0.80169,300,49956741
1647362620,2304M,1.5,269643776.0,0.405607,50,1478011
1647362660,2048M,3.5,366559232.0,1.433546,150,89970
1647362686,3584M,0.5,444956672.0,0.155534,100,81399883
1647362692,2048M,2.5,987467776.0,0.928743,300,45562187
1647362764,2304M,1.5,272306176.0,0.37754,50,1445989
1647362805,2048M,3.5,367501312.0,1.459,150,109903
1647362844,2048M,2.5,990179328.0,0.955646,300,45011514
1647362854,3584M,0.5,565096448.0,0.167101,150,90721504
1647362912,2304M,1.5,460316672.0,0.349738,100,29826990
1647362950,2048M,3.5,376909824.0,1.515567,150,90320
1647362997,2048M,2.5,1089314816.0,0.962974,350,51440672
1647363028,3584M,0.5,696266752.0,0.162625,200,94981438
1647363061,2304M,1.5,477831168.0,0.375327,100,33480913
1647363096,2048M,3.5,498810880.0,1.51872,200,202092
1647363151,2048M,2.5,1071013888.0,0.995474,350,52573907
1647363194,3584M,0.5,699166720.0,0.15821,200,94618733
1647363209,2304M,1.5,464117760.0,0.375327,100,34222414
1647363243,2048M,3.5,444915712.0,1.483373,200,175553
1647363304,2048M,2.5,1172320256.0,0.996777,350,51286705
1647363359,2304M,1.5,600121344.0,0.365234,150,60329445
1647363364,3584M,0.5,707977216.0,0.158669,250,98453721
1647363389,2048M,3.5,444915712.0,1.458909,200,170790
1647363459,2048M,2.5,1271062528.0,0.996777,400,59446225
1647363508,2304M,1.5,610566144.0,0.372261,150,62822684
1647363538,2048M,3.5,610201600.0,1.474005,250,3268521
1647363538,3584M,0.5,769712128.0,0.156759,250,98640672
1647363612,2048M,2.5,1250959360.0,1.01597,400,58198747
1647363658,2304M,1.5,595689472.0,0.372261,150,61524308
1647363686,2048M,3.5,560222208.0,1.474005,250,1828590
1647363728,3584M,0.5,833589248.0,0.152973,300,98950006
1647363766,2048M,2.5,1206296576.0,1.01597,400,59109047
1647363809,2304M,1.5,681107456.0,0.370616,200,73611352
1647363835,2048M,3.5,572596224.0,1.425926,250,1922025
1647363918,3584M,0.5,870133760.0,0.152973,350,101388656
1647363920,2048M,2.5,1324326912.0,1.013961,450,66977693
1647363960,2304M,1.5,661626880.0,0.387165,200,75220920
1647363987,2048M,3.5,997232640.0,1.415196,300,13728291
1647364075,2048M,2.5,1496076288.0,1.007355,450,66957333
1647364111,2304M,1.5,687955968.0,0.39314,200,75292160
1647364121,3584M,0.5,1072238592.0,0.147137,400,103112079
1647364139,2048M,3.5,967094272.0,1.434344,300,12977527
1647364231,2048M,2.5,1496076288.0,1.007355,450,66907979
1647364264,2304M,1.5,822222848.0,0.38834,250,81250419
1647364291,2048M,3.5,972800000.0,1.434344,300,14001001
1647364386,2048M,2.5,1454522368.0,1.005258,500,71694328
1647364402,3584M,0.5,996196352.0,0.138191,500,103828392
1647364422,2304M,1.5,802738176.0,0.386993,250,83942669
1647364444,2048M,3.5,1124487168.0,1.415405,350,24893817
1647364545,2048M,2.5,1398472704.0,1.000845,500,71778223
1647364579,2304M,1.5,723329024.0,0.383912,250,84180451
1647364597,2048M,3.5,1154097152.0,1.420532,350,26034834
1647364634,3584M,0.5,1087131648.0,0.139977,550,104257940
1647364705,2048M,2.5,1467506688.0,0.997658,500,72733250
1647364738,2304M,1.5,926904320.0,0.383338,300,88430537
1647364750,2048M,3.5,1156292608.0,1.420532,350,26696184
1647364864,2048M,2.5,1566412800.0,0.990918,550,76664752
1647364897,2304M,1.5,927518720.0,0.380807,300,89086380
1647364905,2048M,3.5,1316347904.0,1.371731,400,36315478
1647365023,2048M,2.5,1567854592.0,0.970471,550,75812306
1647365058,2304M,1.5,936153088.0,0.3921,300,87417148
1647365059,2048M,3.5,1319133184.0,1.369327,400,35755404
1647365083,3840M,0.5,332812288.0,0.11598,50,64343228
1647365182,2048M,2.5,1596977152.0,0.964986,550,77744914
1647365212,2048M,3.5,1265967104.0,1.447235,400,36982825
1647365221,2304M,1.5,1045229568.0,0.393467,350,91344698
1647365234,3840M,0.5,338534400.0,0.118142,50,66535506
1647365342,2048M,2.5,1784479744.0,0.942979,600,81307448
1647365367,2048M,3.5,1376845824.0,1.447235,450,44406046
1647365385,3840M,0.5,330940416.0,0.126725,50,66587249
1647365386,2304M,1.5,1145909248.0,0.387393,400,92655542
1647365503,2048M,2.5,1820463104.0,0.928229,600,83328069
1647365521,2048M,3.5,1471258624.0,1.493769,450,45768211
1647365541,3840M,0.5,441458688.0,0.124048,100,87552661
1647365551,2304M,1.5,1213796352.0,0.383977,400,91984519
1647365663,2048M,2.5,1655078912.0,0.905345,600,84000114
1647365676,2048M,3.5,1493913600.0,1.493982,450,43933828
1647365706,3840M,0.5,467185664.0,0.137789,100,82692091
1647365720,2304M,1.5,1348902912.0,0.394524,450,90353366
1647365831,2048M,3.5,1522548736.0,1.553718,500,41052542
1647365868,3840M,0.5,579825664.0,0.151045,150,93373569
1647365885,2304M,1.5,1327435776.0,0.427299,450,93381969
1647365987,2048M,3.5,1565605888.0,1.553718,500,50341528
1647366045,3840M,0.5,608919552.0,0.151139,200,93152939
1647366057,2304M,1.5,1394724864.0,0.425199,500,90892044
1647366142,2048M,3.5,1518403584.0,1.539131,500,42473607
1647366179,2304M,2.5,259182592.0,0.768134,50,640
1647366219,3840M,0.5,678170624.0,0.15619,200,97119313
1647366229,2304M,1.5,1556238336.0,0.448672,550,95098859
1647366298,2048M,3.5,1684828160.0,1.662273,550,49909337
1647366322,2304M,2.5,262709248.0,0.70211,50,612
1647366401,2304M,1.5,1556238336.0,0.445356,550,93157548
1647366401,3840M,0.5,718499840.0,0.157649,250,98104338
1647366453,2048M,3.5,1722085376.0,1.662273,550,53224435
1647366464,2304M,2.5,268173312.0,0.70211,50,8088
1647366573,2304M,1.5,1428578304.0,0.44108,600,95145778
1647366581,3840M,0.5,884330496.0,0.153524,300,99040829
1647366608,2304M,2.5,327905280.0,0.649907,100,217726
1647366610,2048M,3.5,1711222784.0,1.610237,550,56034992
1647366737,2304M,1.5,1830543360.0,0.450733,600,96375158
1647366749,3840M,0.5,884330496.0,0.156002,300,100391318
1647366752,2304M,2.5,331718656.0,0.68798,100,229496
1647366775,2048M,3.5,1825525760.0,1.534306,600,56195033
1647366896,2304M,2.5,355880960.0,0.765039,100,284865
1647366916,3840M,0.5,880455680.0,0.168549,350,101019146
1647366933,2048M,3.5,1848778752.0,1.450041,600,53943224
1647367043,2304M,2.5,512663552.0,0.786271,150,5693358
1647367091,2048M,3.5,3731898368.0,1.514501,600,50287981
1647367107,3840M,0.5,910417920.0,0.170167,350,98649816
1647367149,2560M,1.5,277352448.0,0.34709,50,140746
1647367192,2304M,2.5,536686592.0,0.96922,150,15483215
1647367278,3840M,0.5,1011703808.0,0.18553,350,97365060
1647367292,2560M,1.5,263028736.0,0.34709,50,908195
1647367340,2304M,2.5,593641472.0,0.96922,150,7989220
1647367435,2560M,1.5,271720448.0,0.35017,50,149678
1647367464,3840M,0.5,1157570560.0,0.18371,400,98964201
1647367487,2304M,2.5,722116608.0,0.936045,200,323927
1647367583,2560M,1.5,499322880.0,0.35017,100,38623750
1647367637,2304M,2.5,751869952.0,0.981953,200,9043156
1647367674,3840M,0.5,999149568.0,0.198378,450,100830753
1647367732,2560M,1.5,492101632.0,0.352434,100,44075981
1647367786,2304M,2.5,733028352.0,0.99941,200,1896319
1647367878,3840M,0.5,999182336.0,0.191665,500,104501539
1647367880,2560M,1.5,468045824.0,0.352434,100,47274970
1647367937,2304M,2.5,860540928.0,0.99941,250,25801602
1647368024,2304M,3.5,311840768.0,1.118537,100,47844
1647368031,2560M,1.5,562135040.0,0.333237,150,61998955
1647368088,2304M,2.5,890040320.0,0.949502,250,30184880
1647368098,3840M,0.5,1198108672.0,0.171569,550,102737275
1647368167,2304M,3.5,309788672.0,1.39425,100,37393
1647368182,2560M,1.5,548782080.0,0.376201,150,62479774
1647368239,2304M,2.5,843608064.0,0.933311,250,28058707
1647368311,2304M,3.5,317849600.0,1.413504,100,4639
1647368333,2560M,1.5,570781696.0,0.382268,150,60149940
1647368392,2304M,2.5,969314304.0,0.955314,300,43089001
1647368456,2304M,3.5,356929536.0,1.453355,150,140145
1647368486,2560M,1.5,705495040.0,0.388709,200,71675691
1647368544,2304M,2.5,995315712.0,0.955314,300,47024524
1647368601,2304M,3.5,360685568.0,1.453355,150,115583
1647368638,2560M,1.5,737591296.0,0.425073,200,67666411
1647368696,2304M,2.5,1001619456.0,0.932893,300,46427373
1647368713,4096M,0.5,329990144.0,0.146546,50,61883131
1647368746,2304M,3.5,377466880.0,1.440587,150,128551
1647368791,2560M,1.5,670232576.0,0.429994,200,68106227
1647368849,2304M,2.5,1161560064.0,0.9424,350,55709599
1647368863,4096M,0.5,330969088.0,0.126627,50,64332649
1647368893,2304M,3.5,439320576.0,1.482918,200,148399
1647368944,2560M,1.5,830554112.0,0.429994,250,76550549
1647369002,2304M,2.5,1110691840.0,0.959955,350,54737214
1647369012,4096M,0.5,339042304.0,0.126872,50,66409814
1647369040,2304M,3.5,440553472.0,1.491354,200,110955
1647369105,2560M,1.5,820396032.0,0.427943,250,75320956
1647369154,2304M,2.5,1141751808.0,0.959955,350,57692146
1647369165,4096M,0.5,540250112.0,0.120868,100,89038222
1647369187,2304M,3.5,449105920.0,1.491354,200,119295
1647369263,2560M,1.5,809402368.0,0.434407,250,76089433
1647369307,2304M,2.5,1292099584.0,0.935144,400,66157028
1647369325,4096M,0.5,457908224.0,0.124597,100,87556074
1647369336,2304M,3.5,659103744.0,1.35857,250,5913507
1647369426,2560M,1.5,955793408.0,0.420552,300,83957444
1647369461,2304M,2.5,1345712128.0,0.884382,400,67587781
1647369484,2304M,3.5,664780800.0,1.32116,250,4106700
1647369492,4096M,0.5,533835776.0,0.141124,150,93897564
1647369590,2560M,1.5,1089163264.0,0.417969,350,86538670
1647369614,2304M,2.5,1319550976.0,0.898076,400,69691591
1647369633,2304M,3.5,643485696.0,1.368866,250,4468611
1647369667,4096M,0.5,666382336.0,0.145968,200,95452274
1647369749,2560M,1.5,1089163264.0,0.41208,350,87348149
1647369769,2304M,2.5,1384321024.0,0.870064,450,74749411
1647369785,2304M,3.5,998903808.0,1.368866,300,15502631
1647369844,4096M,0.5,675094528.0,0.14698,200,95544576
1647369909,2560M,1.5,1155973120.0,0.41208,400,92229400
1647369924,2304M,2.5,1382658048.0,0.852052,450,75482141
1647369937,2304M,3.5,973889536.0,1.365042,300,15527429
1647370034,4096M,0.5,766390272.0,0.147427,250,97795855
1647370067,2560M,1.5,1140289536.0,0.400184,400,92442249
1647370078,2304M,2.5,1502744576.0,0.861714,450,75029370
1647370089,2304M,3.5,1016397824.0,1.394599,300,14203131
1647370217,4096M,0.5,804311040.0,0.148385,300,98400108
1647370226,2560M,1.5,1391484928.0,0.405692,450,94599936
1647370234,2304M,2.5,1568624640.0,0.843251,500,80076675
1647370242,2304M,3.5,1166802944.0,1.394599,350,29682861
1647370388,2560M,1.5,1391484928.0,0.397208,450,95633514
1647370390,2304M,2.5,1517146112.0,0.854833,500,79710736
1647370395,2304M,3.5,1147252736.0,1.384043,350,28953403
1647370399,4096M,0.5,870371328.0,0.145597,300,101315307
1647370545,2304M,2.5,1488961536.0,0.879598,500,80003283
1647370548,2304M,3.5,1135947776.0,1.345258,350,27973418
1647370554,2560M,1.5,1348898816.0,0.395985,450,95012022
1647370597,4096M,0.5,934473728.0,0.142337,350,100478049
1647370702,2304M,3.5,1252278272.0,1.385042,400,37641735
1647370702,2304M,2.5,1479778304.0,0.884392,550,81520919
1647370722,2560M,1.5,1370279936.0,0.404065,500,95696134
1647370844,4096M,0.5,957022208.0,0.142781,450,103998705
1647370856,2304M,3.5,1281515520.0,1.452693,400,37924250
1647370859,2304M,2.5,1523855360.0,0.889038,550,82777804
1647370896,2560M,1.5,1442488320.0,0.399803,550,95994187
1647371009,2304M,3.5,1313972224.0,1.452693,400,38019027
1647371018,2304M,2.5,1630502912.0,0.908082,550,82615374
1647371069,2560M,1.5,1442488320.0,0.388415,550,96451151
1647371078,4096M,0.5,1118121984.0,0.13694,500,104542398
1647371163,2304M,3.5,1406443520.0,1.508643,450,43252109
1647371177,2304M,2.5,1736966144.0,0.920085,600,84952287
1647371245,2560M,1.5,1480187904.0,0.381371,600,97605086
1647371317,2304M,3.5,1409396736.0,1.508643,450,44370334
1647371323,4096M,0.5,1511067648.0,0.134502,600,104482959
1647371339,2304M,2.5,1736966144.0,0.978255,600,80975615
1647371471,2304M,3.5,1383682048.0,1.498759,450,43636892
1647371499,2304M,2.5,1739698176.0,0.982364,600,80088706
1647371626,2304M,3.5,1526984704.0,1.580756,500,28318349
1647371659,2816M,1.5,266207232.0,0.353819,50,95173
1647371781,2304M,3.5,1537437696.0,1.712146,500,47304833
1647371802,2816M,1.5,263442432.0,0.366368,50,101071
1647371935,2304M,3.5,1521483776.0,1.752391,500,28166386
1647371944,2816M,1.5,266190848.0,0.367031,50,245640
1647372013,2560M,2.5,250228736.0,0.911437,50,7237
1647372091,2304M,3.5,1631801344.0,1.849911,550,45896457
1647372094,2816M,1.5,463523840.0,0.390793,100,26186448
1647372155,2560M,2.5,246706176.0,0.728475,50,16169
1647372244,2816M,1.5,463273984.0,0.390793,100,26696596
1647372247,2304M,3.5,1676722176.0,1.849911,550,44753350
1647372297,2560M,2.5,266571776.0,0.745601,50,22116
1647372393,2816M,1.5,454639616.0,0.396438,100,25890976
1647372404,2304M,3.5,1654673408.0,1.764936,550,47975192
1647372441,2560M,2.5,310083584.0,0.791034,100,13954
1647372542,2816M,1.5,584282112.0,0.396438,150,51943959
1647372560,2304M,3.5,1801863168.0,1.764936,600,54351058
1647372584,2560M,2.5,307503104.0,0.791034,100,36615
1647372691,2816M,1.5,582279168.0,0.45831,150,49404538
1647372717,2304M,3.5,1841741824.0,1.69963,600,57206426
1647372728,2560M,2.5,306462720.0,0.764158,100,116096
1647372839,2816M,1.5,404258816.0,0.613272,150,477804
1647372942,2560M,2.5,592101376.0,0.716093,150,9005506
1647372949,2304M,3.5,1798180864.0,1.556078,600,57650480
1647372991,2816M,1.5,751185920.0,0.629035,200,56414249
1647373091,2560M,2.5,572235776.0,0.908337,150,7829067
1647373141,2816M,1.5,722636800.0,0.629035,200,64919238
1647373240,2560M,2.5,559804416.0,0.914762,150,11974057
1647373293,2816M,1.5,721350656.0,0.49551,200,55304185
1647373390,2560M,2.5,419635200.0,0.933384,200,12208719
1647373444,2816M,1.5,821354496.0,0.49551,250,74577190
1647373540,2560M,2.5,764219392.0,1.05897,200,14886564
1647373595,2816M,1.5,849006592.0,0.49528,250,78376476
1647373597,2560M,3.5,249880576.0,1.073251,50,502
1647373690,2560M,2.5,753459200.0,1.05897,200,13777073
1647373749,2816M,1.5,824676352.0,0.478572,250,76714884
1647373841,2560M,2.5,894386176.0,0.991693,250,34808936
1647373882,2560M,3.5,322756608.0,1.272116,100,2304
1647373904,2816M,1.5,872157184.0,0.477792,300,79534374
1647373992,2560M,2.5,865529856.0,0.967018,250,35654038
1647374026,2560M,3.5,307187712.0,1.290435,100,568
1647374063,2816M,1.5,979402752.0,0.495459,300,77164553
1647374142,2560M,2.5,878448640.0,0.967018,250,39598676
1647374223,2816M,1.5,937148416.0,0.51041,300,75310254
1647374293,2560M,2.5,1024036864.0,0.896732,300,51974651
1647374314,2560M,3.5,359890944.0,1.408228,150,107357
1647374384,2816M,1.5,960802816.0,0.517548,350,79190524
1647374445,2560M,2.5,1002147840.0,0.8516,300,53667904
1647374459,2560M,3.5,367239168.0,1.381724,150,100727
1647374546,2816M,1.5,1169866752.0,0.533597,350,79445732
1647374596,2560M,2.5,1049800704.0,0.863957,300,55449304
1647374604,2560M,3.5,370339840.0,1.359209,150,120950
1647374708,2816M,1.5,1226092544.0,0.539489,400,82143281
1647374749,2560M,2.5,1148186624.0,0.822991,350,64677376
1647374751,2560M,3.5,446566400.0,1.286012,200,238353
1647374867,2816M,1.5,1169715200.0,0.540557,400,83699211
1647374898,2560M,3.5,423395328.0,1.327481,200,235922
1647374903,2560M,2.5,1123729408.0,0.850427,350,64187839
1647375026,2816M,1.5,1177579520.0,0.538468,400,84722211
1647375044,2560M,3.5,454148096.0,1.415314,200,228878
1647375076,2560M,2.5,1205129216.0,0.850427,350,55021443
1647375188,2816M,1.5,1230307328.0,0.522605,450,91607464
1647375192,2560M,3.5,608595968.0,1.614127,250,2278016
1647375230,2560M,2.5,1219219456.0,0.94521,400,59740204
1647375340,2560M,3.5,592134144.0,1.614127,250,3832693
1647375353,2816M,1.5,1189056512.0,0.498406,450,91279323
1647375385,2560M,2.5,1236226048.0,1.005849,400,60308798
1647375488,2560M,3.5,572866560.0,1.50421,250,2904207
1647375520,2816M,1.5,1399488512.0,0.464902,500,91993467
1647375539,2560M,2.5,1204731904.0,1.009272,400,60955829
1647375640,2560M,3.5,925749248.0,1.484348,300,8623981
1647375685,2816M,1.5,1472892928.0,0.45666,550,92959200
1647375695,2560M,2.5,1442107392.0,1.009272,450,65232493
1647375792,2560M,3.5,951431168.0,1.484348,300,13323750
1647375849,2560M,2.5,1313525760.0,1.033739,450,65268315
1647375852,2816M,1.5,1400184832.0,0.453399,550,92828008
1647375944,2560M,3.5,960897024.0,1.421558,300,14366158
1647376003,2560M,2.5,1333641216.0,1.033739,450,65206377
1647376024,2816M,1.5,1655029760.0,0.450133,600,95020112
1647376097,2560M,3.5,1128738816.0,1.421558,350,20459875
1647376160,2560M,2.5,1457717248.0,1.10058,500,61983467
1647376249,2560M,3.5,1157582848.0,1.418517,350,23381605
1647376316,2560M,2.5,1494175744.0,1.11932,500,69597147
1647376402,2560M,3.5,1176526848.0,1.447734,350,23844297
1647376475,2560M,2.5,1494175744.0,1.111033,500,62925355
1647376555,2560M,3.5,1279193088.0,1.517105,400,30982806
1647376573,3072M,1.5,253202432.0,0.410751,50,103098
1647376632,2560M,2.5,1549819904.0,1.161293,550,69433020
1647376708,2560M,3.5,1286721536.0,1.546153,400,32322014
1647376716,3072M,1.5,271097856.0,0.327375,50,274616
1647376793,2560M,2.5,1529958400.0,1.161293,550,68525587
1647376859,3072M,1.5,268083200.0,0.323552,50,258027
1647376861,2560M,3.5,1268822016.0,1.546153,400,32996629
1647376953,2560M,2.5,1695154176.0,1.20288,550,67907951
1647377007,3072M,1.5,447717376.0,0.31728,100,41580854
1647377016,2560M,3.5,1405440000.0,1.535712,450,41345134
