scenario2c/rabbitmq-features.csv.n,scenario2c/rabbitmq-reduced.csv.n,scenario2c/rabbitmq-features.csv.lat50,scenario2c/rabbitmq-features.csv.cpu_usage,scenario2c/rabbitmq-features.csv.ram_limit,scenario2c/rabbitmq-reduced.csv.cpu_limit,scenario2c/rabbitmq-features.csv.lat95,scenario2c/rabbitmq-reduced.csv.ram_limit,scenario2c/rabbitmq-reduced.csv.time,scenario2c/rabbitmq-features.csv.lat75,lat99,scenario2c/rabbitmq-features.csv.min,scenario2c/rabbitmq-features.csv.cpu_limit
100,100,13920,1.147861,1792M,3.5,42811,1792M,1647356304,25642,59148,223,3.5
450,450,91672383,0.412788,1792M,1.5,92262066,1792M,1647356365,91967901,92537910,90298220,1.5
250,250,32826381,0.9251,1792M,2.5,36470261,1792M,1647356404,34591490,37023909,24422352,2.5
200,200,96648865,0.143641,3072M,0.5,97229232,3072M,1647356433,96931416,97311604,95429364,0.5
100,100,381,1.359501,1792M,3.5,3265,1792M,1647356447,770,8373,183,3.5
500,500,92402149,0.417534,1792M,1.5,92955906,1792M,1647356531,92653914,93173230,91401608,1.5
300,300,45973969,0.916195,1792M,2.5,49992560,1792M,1647356556,48253402,50467656,35287127,2.5
100,100,287,1.48561,1792M,3.5,564,1792M,1647356591,343,1404,176,3.5
250,250,96297523,0.150566,3072M,0.5,97007160,3072M,1647356612,96556432,97069151,95574345,0.5
550,550,94962071,0.417534,1792M,1.5,95540035,1792M,1647356698,95179380,95692502,93715044,1.5
300,300,48889849,0.901316,1792M,2.5,51380312,1792M,1647356708,49998626,51958167,42262096,2.5
150,150,18329,1.48561,1792M,3.5,42460,1792M,1647356736,26958,58040,604,3.5
250,250,96807067,0.157777,3072M,0.5,97408448,3072M,1647356793,97074399,97622443,96110048,0.5
300,300,51122230,0.866866,1792M,2.5,52738257,1792M,1647356859,51895283,53080394,46790990,2.5
550,550,96280724,0.419355,1792M,1.5,96799496,1792M,1647356861,96503697,97016516,95139115,1.5
150,150,46468,1.371236,1792M,3.5,126081,1792M,1647356881,81272,148683,1571,3.5
300,300,97929150,0.161228,3072M,0.5,98504413,3072M,1647356982,98213071,98614378,96947688,0.5
350,350,61007933,0.843669,1792M,2.5,62562303,1792M,1647357012,61705205,62914063,57157427,2.5
150,150,62933,1.371236,1792M,3.5,120767,1792M,1647357027,84037,144804,951,3.5
600,600,97177660,0.433698,1792M,1.5,97826527,1792M,1647357030,97424534,98128781,96335221,1.5
350,350,98725603,0.174818,3072M,0.5,99242516,3072M,1647357153,98935699,99330749,97220490,0.5
350,350,61686751,0.822977,1792M,2.5,64432866,1792M,1647357164,62963922,64962502,55253953,2.5
200,200,169464,1.366919,1792M,3.5,266628,1792M,1647357173,206433,311416,16103,3.5
600,600,95782840,0.345778,1792M,1.5,96631843,1792M,1647357197,96170850,96838139,94260734,1.5
350,350,54474510,0.879196,1792M,2.5,56819511,1792M,1647357317,55549458,57654172,49540716,2.5
200,200,180781,1.353235,1792M,3.5,279896,1792M,1647357331,221408,322009,29953,3.5
350,350,98381089,0.172702,3072M,0.5,98934067,3072M,1647357356,98632583,99105049,97236510,0.5
400,400,67124085,0.922333,1792M,2.5,69597569,1792M,1647357471,68388122,70347577,61422363,2.5
200,200,124613,1.353235,1792M,3.5,187187,1792M,1647357477,149686,208382,27683,3.5
400,400,97732863,0.1925,3072M,0.5,98038956,3072M,1647357558,97942181,98079183,97003068,0.5
50,50,334444,0.333017,2048M,1.5,423076,2048M,1647357608,371181,466935,198020,1.5
400,400,69285446,0.922333,1792M,2.5,71510475,1792M,1647357625,70455585,71980411,62100541,2.5
250,250,244800,1.393304,1792M,3.5,1576273,1792M,1647357626,375740,2852586,92485,3.5
450,450,86024966,0.288556,3072M,0.5,86633663,3072M,1647357750,86290362,86759654,84753836,0.5
50,50,133029,0.340488,2048M,1.5,226801,2048M,1647357752,172586,261803,3541,1.5
250,250,1603761,1.393304,1792M,3.5,3954764,1792M,1647357857,2340617,4580723,115847,3.5
400,400,66406255,0.811897,1792M,2.5,67728024,1792M,1647357861,67040821,68062052,61970914,2.5
50,50,471,0.363467,2048M,1.5,1026,2048M,1647357894,638,2517,197,1.5
500,500,100736007,0.305682,3072M,0.5,101440725,3072M,1647357972,101039983,101611728,98975451,0.5
250,250,1983456,1.492832,1792M,3.5,5179103,1792M,1647358005,3586733,5965185,146356,3.5
450,450,71371217,0.906037,1792M,2.5,72367610,1792M,1647358015,71920275,72671103,68283989,2.5
100,100,33235067,0.363467,2048M,1.5,33761187,2048M,1647358044,33451909,33938231,32222197,1.5
300,300,10670854,1.512939,1792M,3.5,16159955,1792M,1647358156,12745105,16578509,3926110,3.5
450,450,71835296,0.906037,1792M,2.5,73018487,1792M,1647358170,72387086,73290970,69005857,2.5
550,550,102839333,0.19797,3072M,0.5,103393096,3072M,1647358175,103071246,104527146,102152425,0.5
100,100,38503014,0.360923,2048M,1.5,39010716,2048M,1647358193,38660838,39129370,37608111,1.5
300,300,8394947,1.512939,1792M,3.5,12057182,1792M,1647358307,10303430,12683298,3894145,3.5
450,450,71254968,0.895038,1792M,2.5,72722895,1792M,1647358324,72034549,73002973,67228323,2.5
100,100,40065206,0.36009,2048M,1.5,40510936,2048M,1647358342,40262409,40618458,39224793,1.5
600,600,99548446,0.195459,3072M,0.5,102249545,3072M,1647358418,100393423,102830227,97154060,0.5
300,300,7979995,1.635349,1792M,3.5,13627210,1792M,1647358459,9427064,19909566,3788223,3.5
150,150,61606053,0.336266,2048M,1.5,62119791,2048M,1647358519,61843329,62357934,60462965,1.5
500,500,68588711,0.912387,1792M,2.5,69902030,1792M,1647358523,69218933,70216381,65717982,2.5
350,350,19829883,1.646277,1792M,3.5,22942784,1792M,1647358611,21370079,23510936,12242571,3.5
150,150,61203434,0.34207,2048M,1.5,61611790,2048M,1647358669,61375997,61721820,60339223,1.5
500,500,70673445,0.995215,1792M,2.5,72393795,1792M,1647358682,71702055,72739458,66116775,2.5
350,350,18103622,1.554211,1792M,3.5,23458454,1792M,1647358763,20602886,24380634,6773554,3.5
150,150,60630371,0.367467,2048M,1.5,61070130,2048M,1647358819,60828709,61248570,59713327,1.5
500,500,70606955,0.997549,1792M,2.5,71985674,1792M,1647358840,71426648,72288217,66656987,2.5
50,50,61787815,0.115629,3328M,0.5,62206779,3328M,1647358857,61972211,62289955,61024753,0.5
350,350,19978789,1.45577,1792M,3.5,25777920,1792M,1647358915,22978781,26927686,5441050,3.5
200,200,73157113,0.374398,2048M,1.5,73801826,2048M,1647358971,73406401,74022627,72225924,1.5
550,550,73565683,1.001765,1792M,2.5,75068572,1792M,1647358999,74416818,75430561,68550538,2.5
50,50,62690179,0.130346,3328M,0.5,63237202,3328M,1647359008,62907204,63453428,62035970,0.5
400,400,21419746,1.533498,1792M,3.5,23920490,1792M,1647359069,22770603,24409841,9831898,3.5
200,200,72004658,0.394757,2048M,1.5,72619321,2048M,1647359127,72274826,72801104,70764854,1.5
550,550,74925782,0.994329,1792M,2.5,76615519,1792M,1647359158,75711993,76978127,70880819,2.5
50,50,64286566,0.130346,3328M,0.5,64719416,3328M,1647359159,64492936,64837334,63572442,0.5
400,400,30595329,1.571429,1792M,3.5,34215868,1792M,1647359224,32385794,35272865,20551010,3.5
200,200,74155227,0.394757,2048M,1.5,74722090,2048M,1647359285,74373502,74846473,73280486,1.5
100,100,86026289,0.128585,3328M,0.5,86413466,3328M,1647359317,86221686,86629876,85116151,0.5
550,550,74939623,0.960568,1792M,2.5,76822571,1792M,1647359320,75979895,77132276,69576702,2.5
400,400,31019096,1.571429,1792M,3.5,35453465,1792M,1647359378,33158118,36485662,15809171,3.5
250,250,80832518,0.385918,2048M,1.5,81452122,2048M,1647359443,81086753,81785170,79980791,1.5
100,100,84270204,0.13308,3328M,0.5,84791734,3328M,1647359484,84539234,84964435,83395972,0.5
450,450,25488462,1.497089,1792M,3.5,29161769,1792M,1647359532,27217115,29875265,5477000,3.5
250,250,79059201,0.397937,2048M,1.5,79654309,2048M,1647359600,79329417,79811478,77793661,1.5
150,150,92006005,0.144091,3328M,0.5,92675869,3328M,1647359651,92296888,92821098,91283309,0.5
450,450,24331590,1.727675,1792M,3.5,28238633,1792M,1647359687,26026192,29258313,11388356,3.5
300,300,84331704,0.420504,2048M,1.5,84879496,2048M,1647359760,84541930,85068022,83316984,1.5
200,200,96268078,0.147014,3328M,0.5,96913522,3328M,1647359820,96458845,97167767,95633463,0.5
450,450,23812463,1.737248,1792M,3.5,25988576,1792M,1647359842,24762356,26629104,15287192,3.5
300,300,75519794,0.475218,2048M,1.5,76254854,2048M,1647359921,75857585,76503034,74456368,1.5
200,200,96902264,0.160646,3328M,0.5,97452191,3328M,1647359986,97121831,97520155,96167817,0.5
500,500,47750583,1.737248,1792M,3.5,49917345,1792M,1647359997,48834135,50746086,39335801,3.5
350,350,89101009,0.455743,2048M,1.5,89650520,2048M,1647360085,89342632,89852770,88257234,1.5
500,500,42203316,1.646942,1792M,3.5,46542392,1792M,1647360153,44409057,47354802,34477780,3.5
250,250,97462992,0.153128,3328M,0.5,97946280,3328M,1647360167,97659772,98127354,96507834,0.5
350,350,80173070,0.433952,2048M,1.5,80854215,2048M,1647360245,80464218,81118116,79030121,1.5
500,500,46251783,1.57337,1792M,3.5,49344142,1792M,1647360308,47632940,50108745,33555251,3.5
50,50,1523,0.774845,2048M,2.5,17435,2048M,1647360312,6067,24918,193,2.5
250,250,96822495,0.154548,3328M,0.5,97291902,3328M,1647360347,97015769,97420705,95907517,0.5
400,400,85833156,0.486106,2048M,1.5,86565327,2048M,1647360410,86172016,86826397,84783222,1.5
50,50,6272,0.725496,2048M,2.5,24264,2048M,1647360454,14425,32406,213,2.5
300,300,97798009,0.163083,3328M,0.5,98432836,3328M,1647360537,98220996,98579141,97271836,0.5
400,400,87117566,0.471788,2048M,1.5,88345015,2048M,1647360571,87460827,88879808,85360309,1.5
50,50,1860,0.725496,2048M,2.5,10050,2048M,1647360596,4534,15412,205,2.5
550,550,48869546,1.23107,1792M,3.5,51317150,1792M,1647360620,50046852,51766992,39571759,3.5
350,350,99712532,0.165204,3328M,0.5,100239759,3328M,1647360727,99979467,100347789,98651981,0.5
450,450,92289184,0.445505,2048M,1.5,93018416,2048M,1647360734,92574871,93280927,91110515,1.5
100,100,171387,0.679252,2048M,2.5,265000,2048M,1647360740,203094,301295,4322,2.5
100,100,128922,0.794101,2048M,2.5,307331,2048M,1647360888,206231,375313,405,2.5
450,450,85655696,0.467747,2048M,1.5,86439869,2048M,1647360900,85987003,86853518,84381172,1.5
400,400,99908098,0.159714,3328M,0.5,100599061,3328M,1647360991,100119399,101365169,99134067,0.5
100,100,65998,1.065243,2048M,2.5,103443,2048M,1647361032,79246,121039,12780,2.5
450,450,90138158,0.48881,2048M,1.5,90702575,2048M,1647361060,90364436,91030460,89139265,1.5
150,150,457213,1.065243,2048M,2.5,957391,2048M,1647361178,667523,1056501,678,2.5
450,450,100960301,0.166116,3328M,0.5,101505944,3328M,1647361197,101323852,101608927,100042725,0.5
500,500,91597060,0.472964,2048M,1.5,92267970,2048M,1647361226,91882048,92424688,90383141,1.5
150,150,159554,1.018777,2048M,2.5,214263,2048M,1647361323,185102,235040,6718,2.5
500,500,86521766,0.506683,2048M,1.5,87272661,2048M,1647361390,86792121,87704541,85204723,1.5
500,500,99830199,0.179135,3328M,0.5,100619597,3328M,1647361397,100232440,100762566,99002265,0.5
150,150,9217797,1.018777,2048M,2.5,12432305,2048M,1647361472,10640079,13200460,3951897,2.5
550,550,93990310,0.506683,2048M,1.5,94615654,2048M,1647361564,94284666,94863251,92529817,1.5
600,600,103896819,0.174886,3328M,0.5,104060830,3328M,1647361630,103984203,104091957,102995417,0.5
200,200,19785490,0.930661,2048M,2.5,23523240,2048M,1647361636,21934092,24007007,8236261,2.5
600,600,91500037,0.467841,2048M,1.5,92235765,2048M,1647361731,91780199,92367826,90266741,1.5
200,200,21881426,0.797858,2048M,2.5,26256397,2048M,1647361786,24599531,27225032,12407151,2.5
600,600,94269372,0.485821,2048M,1.5,94993215,2048M,1647361905,94512805,95250825,93170664,1.5
200,200,23051986,0.800573,2048M,2.5,26044600,2048M,1647361936,24781063,26732313,16802752,2.5
50,50,309,1.035603,2048M,3.5,445,2048M,1647361943,349,1191,198,3.5
600,600,96222776,0.470239,2048M,1.5,97026170,2048M,1647362066,96650555,97176548,94686524,1.5
250,250,42343170,0.804585,2048M,2.5,44591194,2048M,1647362087,43359967,45443954,38164719,2.5
50,50,55302929,0.134014,3584M,0.5,55767105,3584M,1647362225,55512299,55905468,54426673,0.5
100,100,2422,1.172572,2048M,3.5,25083,2048M,1647362229,8246,35699,206,3.5
250,250,41258762,0.7994,2048M,2.5,43215801,2048M,1647362237,42296015,43791792,35682379,2.5
100,100,348,1.347633,2048M,3.5,1986,2048M,1647362372,535,9399,180,3.5
50,50,55246582,0.15125,3584M,0.5,55548819,3584M,1647362375,55398854,55618737,54723417,0.5
250,250,34355659,0.80169,2048M,2.5,38444764,2048M,1647362388,36388383,39063447,27192829,2.5
50,50,290686,0.405607,2304M,1.5,381976,2304M,1647362477,323019,430549,182109,1.5
100,100,354,1.358408,2048M,3.5,1652,2048M,1647362516,510,3756,172,3.5
100,100,82356161,0.15125,3584M,0.5,82879845,3584M,1647362528,82534533,83211388,81641480,0.5
300,300,46465817,0.80169,2048M,2.5,49956741,2048M,1647362540,48439012,50720655,37663760,2.5
50,50,1067279,0.405607,2304M,1.5,1478011,2304M,1647362620,1215256,1573376,806160,1.5
150,150,36687,1.433546,2048M,3.5,89970,2048M,1647362660,55623,111525,310,3.5
100,100,80805766,0.155534,3584M,0.5,81399883,3584M,1647362686,81082722,81597882,79407585,0.5
300,300,42802390,0.928743,2048M,2.5,45562187,2048M,1647362692,44087640,46098500,36014242,2.5
50,50,1240544,0.37754,2304M,1.5,1445989,2304M,1647362764,1315434,1501585,845340,1.5
150,150,62851,1.459,2048M,3.5,109903,2048M,1647362805,81744,131379,2026,3.5
300,300,40814628,0.955646,2048M,2.5,45011514,2048M,1647362844,43475530,45991309,31560175,2.5
150,150,90302154,0.167101,3584M,0.5,90721504,3584M,1647362854,90533469,90871463,89474548,0.5
100,100,29285053,0.349738,2304M,1.5,29826990,2304M,1647362912,29479048,30236728,28392337,1.5
150,150,50210,1.515567,2048M,3.5,90320,2048M,1647362950,67154,105292,2400,3.5
350,350,48955600,0.962974,2048M,2.5,51440672,2048M,1647362997,50434715,52030717,41383055,2.5
200,200,94124036,0.162625,3584M,0.5,94981438,3584M,1647363028,94485285,95233579,93115729,0.5
100,100,33075881,0.375327,2304M,1.5,33480913,2304M,1647363061,33259708,33581967,32136222,1.5
200,200,127154,1.51872,2048M,3.5,202092,2048M,1647363096,155907,255526,14850,3.5
350,350,49692401,0.995474,2048M,2.5,52573907,2048M,1647363151,51410125,53544417,41030977,2.5
200,200,93942368,0.15821,3584M,0.5,94618733,3584M,1647363194,94201600,94869308,92856190,0.5
100,100,33816969,0.375327,2304M,1.5,34222414,2304M,1647363209,33974513,34443949,33016341,1.5
200,200,120989,1.483373,2048M,3.5,175553,2048M,1647363243,143933,210950,26380,3.5
350,350,48605383,0.996777,2048M,2.5,51286705,2048M,1647363304,49894835,51986643,41881913,2.5
150,150,59824095,0.365234,2304M,1.5,60329445,2304M,1647363359,60037177,60496230,59035831,1.5
250,250,97857504,0.158669,3584M,0.5,98453721,3584M,1647363364,98099391,98492957,97218826,0.5
200,200,112604,1.458909,2048M,3.5,170790,2048M,1647363389,136208,197843,11217,3.5
400,400,57007853,0.996777,2048M,2.5,59446225,2048M,1647363459,58238643,59872344,50913004,2.5
150,150,62279747,0.372261,2304M,1.5,62822684,2304M,1647363508,62510127,62989567,61445840,1.5
250,250,617941,1.474005,2048M,3.5,3268521,2048M,1647363538,1908672,3480193,119890,3.5
250,250,617941,1.474005,2048M,0.5,3268521,3584M,1647363538,1908672,98870881,119890,3.5
400,400,56650953,1.01597,2048M,2.5,58198747,2048M,1647363612,57494927,58698988,53116621,2.5
150,150,60990763,0.372261,2304M,1.5,61524308,2304M,1647363658,61217250,61720734,60280051,1.5
250,250,423352,1.474005,2048M,3.5,1828590,2048M,1647363686,1448494,2074484,128416,3.5
300,300,98418753,0.152973,3584M,0.5,98950006,3584M,1647363728,98672780,99238078,97684757,0.5
400,400,57027302,1.01597,2048M,2.5,59109047,2048M,1647363766,58124320,59664468,52419378,2.5
200,200,72932928,0.370616,2304M,1.5,73611352,2304M,1647363809,73245948,73783395,72015823,1.5
250,250,664959,1.425926,2048M,3.5,1922025,2048M,1647363835,1596032,2078309,146928,3.5
350,350,100740890,0.152973,3584M,0.5,101388656,3584M,1647363918,101061502,101576960,99086023,0.5
450,450,65088253,1.013961,2048M,2.5,66977693,2048M,1647363920,65942802,67465864,60559204,2.5
200,200,74740994,0.387165,2304M,1.5,75220920,2304M,1647363960,74940313,75316551,73964231,1.5
300,300,9238660,1.415196,2048M,3.5,13728291,2048M,1647363987,11130317,15249666,4080843,3.5
450,450,65469531,1.007355,2048M,2.5,66957333,2048M,1647364075,66153714,67474121,59645528,2.5
200,200,74724194,0.39314,2304M,1.5,75292160,2304M,1647364111,74959496,75456231,73355819,1.5
400,400,102439389,0.147137,3584M,0.5,103112079,3584M,1647364121,102680199,103296787,101589564,0.5
300,300,8294755,1.434344,2048M,3.5,12977527,2048M,1647364139,10366127,13778576,3958330,3.5
450,450,65193528,1.007355,2048M,2.5,66907979,2048M,1647364231,66195399,67272947,59677813,2.5
250,250,80657357,0.38834,2304M,1.5,81250419,2304M,1647364264,80929110,81377006,79595209,1.5
300,300,8562782,1.434344,2048M,3.5,14001001,2048M,1647364291,11173062,14779443,3891447,3.5
500,500,70045540,1.005258,2048M,2.5,71694328,2048M,1647364386,70950913,72058555,66090715,2.5
500,500,103116057,0.138191,3584M,0.5,103828392,3584M,1647364402,103375178,104007911,102146987,0.5
250,250,83385835,0.386993,2304M,1.5,83942669,2304M,1647364422,83582992,84124284,82280529,1.5
350,350,21315362,1.415405,2048M,3.5,24893817,2048M,1647364444,22817293,26228615,9297393,3.5
500,500,70512237,1.000845,2048M,2.5,71778223,2048M,1647364545,71066122,72134365,66995513,2.5
250,250,83487920,0.383912,2304M,1.5,84180451,2304M,1647364579,83789268,84457202,82394280,1.5
350,350,22232937,1.420532,2048M,3.5,26034834,2048M,1647364597,24173007,26962170,8494844,3.5
550,550,103683541,0.139977,3584M,0.5,104257940,3584M,1647364634,103913896,104391382,103163637,0.5
500,500,71347271,0.997658,2048M,2.5,72733250,2048M,1647364705,72088316,73080114,66558848,2.5
300,300,87670432,0.383338,2304M,1.5,88430537,2304M,1647364738,88000389,88599992,86350062,1.5
350,350,21898420,1.420532,2048M,3.5,26696184,2048M,1647364750,24156114,27787229,7271820,3.5
550,550,75105563,0.990918,2048M,2.5,76664752,2048M,1647364864,75824592,76974699,70299419,2.5
300,300,88476625,0.380807,2304M,1.5,89086380,2304M,1647364897,88703475,89321885,87580275,1.5
400,400,32889780,1.371731,2048M,3.5,36315478,2048M,1647364905,34664758,37225075,22238167,3.5
550,550,74429406,0.970471,2048M,2.5,75812306,2048M,1647365023,75019380,76289245,69528740,2.5
300,300,86749161,0.3921,2304M,1.5,87417148,2304M,1647365058,87019229,87701063,85658597,1.5
400,400,32118295,1.369327,2048M,3.5,35755404,2048M,1647365059,33965336,36427856,23874599,3.5
50,50,63945271,0.11598,3840M,0.5,64343228,3840M,1647365083,64090221,64508210,63304498,0.5
550,550,76405146,0.964986,2048M,2.5,77744914,2048M,1647365182,77077708,78127522,72686518,2.5
400,400,33617528,1.447235,2048M,3.5,36982825,2048M,1647365212,35492225,38033378,20721157,3.5
350,350,90658215,0.393467,2304M,1.5,91344698,2304M,1647365221,90956857,91500266,89710999,1.5
50,50,65889779,0.118142,3840M,0.5,66535506,3840M,1647365234,66138969,66721381,65105495,0.5
600,600,80037513,0.942979,2048M,2.5,81307448,2048M,1647365342,80575227,81747385,76309051,2.5
450,450,41747833,1.447235,2048M,3.5,44406046,2048M,1647365367,43170499,45025989,33725842,3.5
50,50,66097760,0.126725,3840M,0.5,66587249,3840M,1647365385,66300050,66820090,65456560,0.5
400,400,91826769,0.387393,2304M,1.5,92655542,2304M,1647365386,92188136,92859473,90787582,1.5
600,600,81878241,0.928229,2048M,2.5,83328069,2048M,1647365503,82660387,83648405,76970798,2.5
450,450,41861713,1.493769,2048M,3.5,45768211,2048M,1647365521,43895564,46740921,32001772,3.5
100,100,86899026,0.124048,3840M,0.5,87552661,3840M,1647365541,87136768,87769777,85862765,0.5
400,400,91424378,0.383977,2304M,1.5,91984519,2304M,1647365551,91637848,92187188,90581266,1.5
600,600,82513222,0.905345,2048M,2.5,84000114,2048M,1647365663,83301037,84296674,78592748,2.5
450,450,40096752,1.493982,2048M,3.5,43933828,2048M,1647365676,41745937,44955987,32711084,3.5
100,100,82106456,0.137789,3840M,0.5,82692091,3840M,1647365706,82308628,82798820,81586514,0.5
450,450,89816220,0.394524,2304M,1.5,90353366,2304M,1647365720,90059955,90647108,88770820,1.5
500,500,38671740,1.553718,2048M,3.5,41052542,2048M,1647365831,39898311,41867670,28007212,3.5
150,150,92713844,0.151045,3840M,0.5,93373569,3840M,1647365868,93015821,93557197,91657053,0.5
450,450,92751096,0.427299,2304M,1.5,93381969,2304M,1647365885,93008317,93582924,91856364,1.5
500,500,47771536,1.553718,2048M,3.5,50341528,2048M,1647365987,48911052,51147830,35252195,3.5
200,200,92338845,0.151139,3840M,0.5,93152939,3840M,1647366045,92721350,93348978,91196143,0.5
500,500,90212980,0.425199,2304M,1.5,90892044,2304M,1647366057,90493896,91070237,89250184,1.5
500,500,38514168,1.539131,2048M,3.5,42473607,2048M,1647366142,40354364,43237111,24087699,3.5
50,50,315,0.768134,2304M,2.5,640,2304M,1647366179,383,2014,198,2.5
200,200,96245173,0.15619,3840M,0.5,97119313,3840M,1647366219,96659418,97211156,95333214,0.5
550,550,94297709,0.448672,2304M,1.5,95098859,2304M,1647366229,94673534,95379383,92941126,1.5
550,550,47760502,1.662273,2048M,3.5,49909337,2048M,1647366298,48799942,50484489,34961605,3.5
50,50,324,0.70211,2304M,2.5,612,2304M,1647366322,386,2239,208,2.5
250,550,97536113,0.157649,3840M,1.5,98104338,2304M,1647366401,97801218,93368105,96658559,0.5
250,250,97536113,0.157649,3840M,0.5,98104338,3840M,1647366401,97801218,98212478,96658559,0.5
550,550,50378825,1.662273,2048M,3.5,53224435,2048M,1647366453,51641154,53868166,42450270,3.5
50,50,688,0.70211,2304M,2.5,8088,2304M,1647366464,2305,15036,181,2.5
600,600,93993561,0.44108,2304M,1.5,95145778,2304M,1647366573,94553285,95373651,92177902,1.5
300,300,98563042,0.153524,3840M,0.5,99040829,3840M,1647366581,98747726,99179950,97628370,0.5
100,100,144276,0.649907,2304M,2.5,217726,2304M,1647366608,174426,257904,659,2.5
550,550,53432445,1.610237,2048M,3.5,56034992,2048M,1647366610,54756080,56433898,45803073,3.5
600,600,95430770,0.450733,2304M,1.5,96375158,2304M,1647366737,95701568,96612539,94225214,1.5
300,300,99853833,0.156002,3840M,0.5,100391318,3840M,1647366749,100158666,100554182,98764534,0.5
100,100,162106,0.68798,2304M,2.5,229496,2304M,1647366752,188544,265049,39053,2.5
600,600,54057852,1.534306,2048M,3.5,56195033,2048M,1647366775,54983626,56832709,47287106,3.5
100,100,197432,0.765039,2304M,2.5,284865,2304M,1647366896,235495,342460,38054,2.5
350,350,100175613,0.168549,3840M,0.5,101019146,3840M,1647366916,100560969,101113102,99184921,0.5
600,600,51496727,1.450041,2048M,3.5,53943224,2048M,1647366933,52485144,54505467,40866165,3.5
150,150,3939530,0.786271,2304M,2.5,5693358,2304M,1647367043,4649267,6184938,987419,2.5
600,600,48152452,1.514501,2048M,3.5,50287981,2048M,1647367091,49215988,50827054,40202384,3.5
350,350,97706803,0.170167,3840M,0.5,98649816,3840M,1647367107,98183972,98821125,97044581,0.5
50,50,117520,0.34709,2560M,1.5,140746,2560M,1647367149,127632,157722,57927,1.5
150,150,9405602,0.96922,2304M,2.5,15483215,2304M,1647367192,12785451,16764184,3072556,2.5
350,350,97061367,0.18553,3840M,0.5,97365060,3840M,1647367278,97157956,97560205,96257046,0.5
50,50,770643,0.34709,2560M,1.5,908195,2560M,1647367292,822285,944889,502777,1.5
150,150,3820572,0.96922,2304M,2.5,7989220,2304M,1647367340,5108689,8834687,1091607,2.5
50,50,122524,0.35017,2560M,1.5,149678,2560M,1647367435,133964,165112,60993,1.5
400,400,98374686,0.18371,3840M,0.5,98964201,3840M,1647367464,98558071,99216765,97305473,0.5
200,200,218746,0.936045,2304M,2.5,323927,2304M,1647367487,257623,376500,61806,2.5
100,100,38292960,0.35017,2560M,1.5,38623750,2560M,1647367583,38432382,38802623,37647274,1.5
200,200,5910815,0.981953,2304M,2.5,9043156,2304M,1647367637,7499768,9810284,3120892,2.5
450,450,100156114,0.198378,3840M,0.5,100830753,3840M,1647367674,100464407,100966447,99149172,0.5
100,100,43327087,0.352434,2560M,1.5,44075981,2560M,1647367732,43591194,44388887,42542699,1.5
200,200,1590950,0.99941,2304M,2.5,1896319,2304M,1647367786,1747174,1967069,495907,2.5
500,500,104015895,0.191665,3840M,0.5,104501539,3840M,1647367878,104328632,104539734,102759921,0.5
100,100,46773011,0.352434,2560M,1.5,47274970,2560M,1647367880,46976967,47469044,45930099,1.5
250,250,20476031,0.99941,2304M,2.5,25801602,2304M,1647367937,22893371,26778291,6382731,2.5
100,100,9780,1.118537,2304M,3.5,47844,2304M,1647368024,24909,76650,206,3.5
150,150,61487285,0.333237,2560M,1.5,61998955,2560M,1647368031,61708781,62206231,60583401,1.5
250,250,25942603,0.949502,2304M,2.5,30184880,2304M,1647368088,28069845,30868275,16127694,2.5
550,550,102310833,0.171569,3840M,0.5,102737275,3840M,1647368098,102479233,103252207,101792308,0.5
100,100,9352,1.39425,2304M,3.5,37393,2304M,1647368167,19437,47699,188,3.5
150,150,62019409,0.376201,2560M,1.5,62479774,2560M,1647368182,62228436,62658866,61271748,1.5
250,250,23089175,0.933311,2304M,2.5,28058707,2304M,1647368239,25490827,28847237,12520172,2.5
100,100,604,1.413504,2304M,3.5,4639,2304M,1647368311,1436,11172,201,3.5
150,150,59679573,0.382268,2560M,1.5,60149940,2560M,1647368333,59864396,60355158,58785216,1.5
300,300,40833354,0.955314,2304M,2.5,43089001,2304M,1647368392,42117070,43592069,34318167,2.5
150,150,81942,1.453355,2304M,3.5,140145,2304M,1647368456,104683,164922,3095,3.5
200,200,71104656,0.388709,2560M,1.5,71675691,2560M,1647368486,71338432,71865464,70134126,1.5
300,300,43695665,0.955314,2304M,2.5,47024524,2304M,1647368544,45311427,47825995,32017430,2.5
150,150,72570,1.453355,2304M,3.5,115583,2304M,1647368601,90965,134282,3409,3.5
200,200,66858672,0.425073,2560M,1.5,67666411,2560M,1647368638,67173851,67832540,66023565,1.5
300,300,42773039,0.932893,2304M,2.5,46427373,2304M,1647368696,44683188,47077948,32642315,2.5
50,50,61509632,0.146546,4096M,0.5,61883131,4096M,1647368713,61696806,62028174,60874639,0.5
150,150,70886,1.440587,2304M,3.5,128551,2304M,1647368746,94952,145492,427,3.5
200,200,67322411,0.429994,2560M,1.5,68106227,2560M,1647368791,67636745,68251813,66382764,1.5
350,350,53171732,0.9424,2304M,2.5,55709599,2304M,1647368849,54274481,56331625,47112272,2.5
50,50,63719711,0.126627,4096M,0.5,64332649,4096M,1647368863,63911450,64631272,63047816,0.5
200,200,87955,1.482918,2304M,3.5,148399,2304M,1647368893,112089,172390,2443,3.5
250,250,76067321,0.429994,2560M,1.5,76550549,2560M,1647368944,76264116,76696121,75211469,1.5
