scenario2c/rabbitmq-reduced.csv.time,scenario2c/rabbitmq-reduced.csv.ram_limit,scenario2c/rabbitmq-reduced.csv.cpu_limit,scenario2c/rabbitmq-reduced.csv.n,scenario2c/rabbitmq-features.csv.cpu_usage,scenario2c/rabbitmq-features.csv.n,scenario2c/rabbitmq-features.csv.ram_limit,scenario2c/rabbitmq-features.csv.cpu_limit,lat99
1647388495,3072M,3.5,400,1.249028,400,3072M,3.5,49714967
1647388559,1536M,4.0,300,1.631772,300,1536M,4.0,4943310
1647388615,3072M,2.5,550,0.749,550,3072M,2.5,84575039
1647388618,3584M,1.5,400,0.344501,400,3584M,1.5,93203540
1647388651,3072M,3.5,450,1.249028,450,3072M,3.5,56816697
1647388710,1536M,4.0,300,1.575712,300,1536M,4.0,5086992
1647388778,3072M,2.5,600,0.747738,600,3072M,2.5,87375229
1647388788,3584M,1.5,450,0.344109,450,3584M,1.5,95923243
1647388807,3072M,3.5,450,1.238415,450,3072M,3.5,56733188
1647388860,1536M,4.0,300,1.584222,300,1536M,4.0,549761
1647388941,3072M,2.5,600,0.74141,600,3072M,2.5,87516759
1647388954,3584M,1.5,450,0.341381,450,3584M,1.5,96361224
1647388962,3072M,3.5,450,1.238415,450,3072M,3.5,57549572
1647389013,1536M,4.0,350,1.597154,350,1536M,4.0,9256041
1647389104,3072M,2.5,600,0.737537,600,3072M,2.5,87803861
1647389118,3072M,3.5,500,1.221178,500,3072M,3.5,62266462
1647389127,3584M,1.5,500,0.339752,500,3584M,1.5,97808908
1647389167,1536M,4.0,350,1.656936,350,1536M,4.0,10550642
1647389274,3072M,3.5,500,1.402979,500,3072M,3.5,53520162
1647389289,3584M,1.5,500,0.365769,500,3584M,1.5,97145661
1647389321,1536M,4.0,350,1.656936,350,1536M,4.0,16506450
1647389430,3072M,3.5,500,1.337484,500,3072M,3.5,62140642
1647389461,3584M,1.5,550,0.367807,550,3584M,1.5,98191217
1647389475,1536M,4.0,400,1.630303,400,1536M,4.0,23621586
1647389586,3072M,3.5,550,1.380673,550,3072M,3.5,58764921
1647389628,1536M,4.0,400,1.5846,400,1536M,4.0,28864917
1647389629,3328M,2.5,50,0.38275,550,3584M,1.5,147671
1647389629,3584M,1.5,550,0.38275,550,3584M,1.5,98501065
1647389743,3072M,3.5,550,1.432645,550,3072M,3.5,61214613
1647389771,3328M,2.5,50,0.514404,50,3328M,2.5,1008154
1647389783,1536M,4.0,400,1.653936,400,1536M,4.0,29137269
1647389809,3584M,1.5,600,0.405331,600,3584M,1.5,97232351
1647389899,3072M,3.5,550,1.432645,550,3072M,3.5,63953073
1647389913,3328M,2.5,50,0.514404,50,3328M,2.5,21356
1647390055,3072M,3.5,600,1.372802,600,3072M,3.5,71606551
1647390061,3328M,2.5,100,0.571719,100,3328M,2.5,10970403
1647390089,1536M,4.0,450,1.41051,450,1536M,4.0,40646592
1647390210,3328M,2.5,100,0.571719,100,3328M,2.5,9867762
1647390215,3072M,3.5,600,1.283216,600,3072M,3.5,72611547
1647390227,3840M,1.5,50,0.290463,50,3840M,1.5,3489988
1647390354,3328M,2.5,100,0.608909,100,3328M,2.5,4925516
1647390369,3840M,1.5,50,0.261553,50,3840M,1.5,103741
1647390371,3072M,3.5,600,1.36322,600,3072M,3.5,66490849
1647390503,3328M,2.5,150,0.765191,150,3328M,2.5,8908746
1647390511,3840M,1.5,50,0.292085,50,3840M,1.5,103631
1647390652,3328M,2.5,150,0.786728,150,3328M,2.5,23253001
1647390660,3840M,1.5,100,0.323893,100,3840M,1.5,48924653
1647390800,3328M,2.5,150,1.010904,150,3328M,2.5,28946037
1647390828,3840M,1.5,100,0.352426,100,3840M,1.5,94823132
1647390903,3328M,3.5,50,1.56749,50,3328M,3.5,4560
1647390951,3328M,2.5,200,1.010904,200,3328M,2.5,47993631
1647390978,3840M,1.5,100,0.352426,100,3840M,1.5,50468516
1647391101,3328M,2.5,200,0.913797,200,3328M,2.5,19355996
1647391129,3840M,1.5,150,0.370551,150,3840M,1.5,54633589
1647391187,3328M,3.5,50,1.012251,50,3328M,3.5,2333
1647391252,3328M,2.5,200,0.797411,200,3328M,2.5,37023239
1647391282,3840M,1.5,150,0.379915,150,3840M,1.5,66755585
1647391331,3328M,3.5,100,1.056014,100,3328M,3.5,165511
1647391358,1792M,4.0,50,1.134453,50,1792M,4.0,1352
1647391403,3328M,2.5,250,0.797411,250,3328M,2.5,50379196
1647391436,3840M,1.5,150,0.379915,150,3840M,1.5,67366545
1647391474,3328M,3.5,100,1.154588,100,3328M,3.5,128287
1647391554,3328M,2.5,250,0.78053,250,3328M,2.5,48784981
1647391589,3840M,1.5,200,0.363905,200,3840M,1.5,74825652
1647391618,3328M,3.5,100,1.154588,100,3328M,3.5,119129
1647391643,1792M,4.0,100,1.336457,100,1792M,4.0,3592
1647391706,3328M,2.5,250,0.7881,250,3328M,2.5,49085758
1647391746,3840M,1.5,200,0.379774,200,3840M,1.5,74606714
1647391763,3328M,3.5,150,1.080628,150,3328M,3.5,540229
1647391787,1792M,4.0,100,1.545404,100,1792M,4.0,2335
1647391858,3328M,2.5,300,0.775356,300,3328M,2.5,58125415
1647391901,3840M,1.5,200,0.379774,200,3840M,1.5,77776229
1647391908,3328M,3.5,150,1.080628,150,3328M,3.5,389496
1647391931,1792M,4.0,100,1.579492,100,1792M,4.0,1255
1647392010,3328M,2.5,300,0.803476,300,3328M,2.5,56946877
1647392052,3840M,1.5,250,0.375153,250,3840M,1.5,85071545
1647392053,3328M,3.5,150,1.052726,150,3328M,3.5,514997
1647392077,1792M,4.0,150,1.555868,150,1792M,4.0,80843
1647392162,3328M,2.5,300,0.803774,300,3328M,2.5,56249847
1647392203,3328M,3.5,200,1.001492,200,3328M,3.5,9870459
1647392211,3840M,1.5,250,0.379524,250,3840M,1.5,85466339
1647392222,1792M,4.0,150,1.570473,150,1792M,4.0,65616
1647392314,3328M,2.5,350,0.813642,350,3328M,2.5,64117946
1647392353,3328M,3.5,200,1.024009,200,3328M,3.5,10967602
1647392367,1792M,4.0,150,1.570473,150,1792M,4.0,72608
1647392373,3840M,1.5,300,0.382693,300,3840M,1.5,89395821
1647392467,3328M,2.5,350,0.82836,350,3328M,2.5,63669311
1647392503,3328M,3.5,200,1.024009,200,3328M,3.5,16726770
1647392514,1792M,4.0,200,1.497635,200,1792M,4.0,92861
1647392536,3840M,1.5,300,0.381912,300,3840M,1.5,86460804
1647392620,3328M,2.5,350,0.841384,350,3328M,2.5,64715263
1647392653,3328M,3.5,250,1.005209,250,3328M,3.5,29580510
1647392661,1792M,4.0,200,1.525857,200,1792M,4.0,212115
1647392701,3840M,1.5,350,0.380361,350,3840M,1.5,87733503
1647392773,3328M,2.5,400,0.840364,400,3328M,2.5,71299281
1647392804,3328M,3.5,250,1.003865,250,3328M,3.5,30073924
1647392808,1792M,4.0,200,1.525857,200,1792M,4.0,298497
1647392870,3840M,1.5,400,0.38386,400,3840M,1.5,92133072
1647392927,3328M,2.5,400,0.828114,400,3328M,2.5,72783682
1647392956,3328M,3.5,250,0.9724,250,3328M,3.5,29270868
1647392957,1792M,4.0,250,1.450202,250,1792M,4.0,1365477
1647393038,3840M,1.5,400,0.381405,400,3840M,1.5,91451892
1647393081,3328M,2.5,400,0.837957,400,3328M,2.5,73505296
1647393107,1792M,4.0,250,1.415216,250,1792M,4.0,2968123
1647393110,3328M,3.5,300,0.943678,300,3328M,3.5,43453284
1647393207,3840M,1.5,450,0.387607,450,3840M,1.5,93413696
1647393235,3328M,2.5,450,0.832097,450,3328M,2.5,78856517
1647393255,1792M,4.0,250,1.44826,250,1792M,4.0,2172692
1647393263,3328M,3.5,300,1.009354,300,3328M,3.5,41400547
1647393376,3840M,1.5,500,0.383752,500,3840M,1.5,95580224
1647393392,3328M,2.5,450,0.808649,450,3328M,2.5,81013629
1647393406,1792M,4.0,300,1.44909,300,1792M,4.0,13922230
1647393416,3328M,3.5,300,1.04926,300,3328M,3.5,42980001
1647393539,3840M,1.5,500,0.38061,500,3840M,1.5,97296503
1647393546,3328M,2.5,450,0.811706,450,3328M,2.5,81437378
1647393558,1792M,4.0,300,1.470004,300,1792M,4.0,11628554
1647393569,3328M,3.5,350,1.05842,350,3328M,3.5,50643146
1647393702,3328M,2.5,500,0.366355,500,3840M,1.5,85328785
1647393702,3840M,1.5,500,0.366355,500,3840M,1.5,98105997
1647393710,1792M,4.0,300,1.4562,300,1792M,4.0,12688483
1647393722,3328M,3.5,350,1.05842,350,3328M,3.5,50838900
1647393860,3328M,2.5,500,0.783514,500,3328M,2.5,86328726
1647393862,1792M,4.0,350,1.495644,350,1792M,4.0,24874548
1647393874,3840M,1.5,550,0.367783,550,3840M,1.5,98351337
1647393876,3328M,3.5,350,1.051712,350,3328M,3.5,52695070
1647394015,1792M,4.0,350,1.609199,350,1792M,4.0,24517140
1647394017,3328M,2.5,500,0.782716,500,3328M,2.5,86511038
1647394030,3328M,3.5,400,1.046514,400,3328M,3.5,59892111
1647394054,3840M,1.5,600,0.367408,600,3840M,1.5,98040910
1647394168,1792M,4.0,350,1.609199,350,1792M,4.0,21651410
1647394176,3328M,2.5,550,0.776683,550,3328M,2.5,89347707
1647394185,3328M,3.5,400,1.041566,400,3328M,3.5,59647054
1647394233,3840M,1.5,600,0.362,600,3840M,1.5,98250874
1647394321,1792M,4.0,400,1.678468,400,1792M,4.0,31347788
1647394336,3328M,2.5,550,0.771833,550,3328M,2.5,87621444
1647394340,3328M,3.5,400,1.083517,400,3328M,3.5,56987792
1647394474,1792M,4.0,400,1.678468,400,1792M,4.0,31848844
1647394495,3328M,3.5,450,1.136609,450,3328M,3.5,63361075
1647394500,3328M,2.5,550,0.78598,550,3328M,2.5,87393136
1647394627,1792M,4.0,400,1.652972,400,1792M,4.0,30225583
1647394646,4096M,1.5,50,0.272422,50,4096M,1.5,4428196
1647394649,3328M,3.5,450,1.136609,450,3328M,3.5,62976977
1647394659,3328M,2.5,600,0.830529,600,3328M,2.5,87833494
1647394781,1792M,4.0,450,1.636587,450,1792M,4.0,38026405
1647394794,4096M,1.5,50,0.239175,50,4096M,1.5,8286771
1647394805,3328M,3.5,450,1.132164,450,3328M,3.5,63353658
1647394822,3328M,2.5,600,0.862917,600,3328M,2.5,85877046
1647394935,1792M,4.0,450,1.66682,450,1792M,4.0,37544538
1647394941,4096M,1.5,50,0.240669,50,4096M,1.5,8455232
1647394961,3328M,3.5,500,1.139087,500,3328M,3.5,66278822
1647394985,3328M,2.5,600,0.837648,600,3328M,2.5,85379418
1647395089,1792M,4.0,450,1.697881,450,1792M,4.0,32891826
1647395090,4096M,1.5,100,0.257571,100,4096M,1.5,48218902
1647395118,3328M,3.5,500,1.162559,500,3328M,3.5,61014792
1647395241,4096M,1.5,100,0.307986,100,4096M,1.5,49085790
1647395244,1792M,4.0,500,1.795208,500,1792M,4.0,40459354
1647395274,3328M,3.5,500,1.418238,500,3328M,3.5,54289657
1647395389,4096M,1.5,100,0.502978,100,4096M,1.5,23601587
1647395458,3584M,2.5,50,0.390058,50,3584M,2.5,76862
1647395499,1792M,4.0,500,1.364814,500,1792M,4.0,44054979
1647395501,3328M,3.5,550,1.418238,550,3328M,3.5,71076879
1647395540,4096M,1.5,150,0.503835,150,4096M,1.5,64192012
1647395600,3584M,2.5,50,0.585251,50,3584M,2.5,44103
1647395667,3328M,3.5,550,1.242049,550,3328M,3.5,66028709
1647395692,4096M,1.5,150,0.517507,150,4096M,1.5,64915029
1647395743,3584M,2.5,50,0.60669,50,3584M,2.5,76400
1647395824,3328M,3.5,550,1.315321,550,3328M,3.5,65687428
1647395843,4096M,1.5,150,0.367662,150,4096M,1.5,65359025
1647395888,3584M,2.5,100,0.657841,100,3584M,2.5,4063877
1647395983,3328M,3.5,600,1.325597,600,3328M,3.5,66758086
1647395996,4096M,1.5,200,0.356705,200,4096M,1.5,75313153
1647396033,3584M,2.5,100,0.658503,100,3584M,2.5,616753
1647396142,3328M,3.5,600,1.538369,600,3328M,3.5,58573902
1647396153,4096M,1.5,200,0.388538,200,4096M,1.5,72870955
1647396177,3584M,2.5,100,0.658503,100,3584M,2.5,266592
1647396299,3328M,3.5,600,1.614019,600,3328M,3.5,59630187
1647396308,4096M,1.5,200,0.406435,200,4096M,1.5,73396955
1647396326,3584M,2.5,150,0.677667,150,3584M,2.5,16385872
1647396459,4096M,1.5,250,0.457321,250,4096M,1.5,70987302
1647396475,3584M,2.5,150,0.768347,150,3584M,2.5,16882557
1647396610,4096M,1.5,250,0.468816,250,4096M,1.5,85352449
1647396624,3584M,2.5,150,0.768347,150,3584M,2.5,35034382
1647396764,4096M,1.5,250,0.446698,250,4096M,1.5,83960834
1647396774,3584M,2.5,200,0.700282,200,3584M,2.5,40503726
1647396919,4096M,1.5,300,0.424595,300,4096M,1.5,91302268
1647396924,3584M,2.5,200,0.704986,200,3584M,2.5,50032995
1647397072,2048M,4.0,50,1.180553,50,2048M,4.0,1312
1647397074,3584M,2.5,200,0.704986,200,3584M,2.5,52595286
1647397077,4096M,1.5,300,0.408196,300,4096M,1.5,93119385
1647397092,3584M,3.5,50,0.987042,50,3584M,3.5,1155
1647397225,3584M,2.5,250,0.660456,250,3584M,2.5,66008596
1647397232,4096M,1.5,300,0.401227,300,4096M,1.5,92362553
1647397237,3584M,3.5,100,0.985165,100,3584M,3.5,4238
1647397357,2048M,4.0,100,1.236762,100,2048M,4.0,6095
1647397375,3584M,2.5,250,0.64972,250,3584M,2.5,61668246
1647397380,3584M,3.5,100,1.099298,100,3584M,3.5,12000
1647397391,4096M,1.5,350,0.418096,350,4096M,1.5,90701488
1647397501,2048M,4.0,100,1.57671,100,2048M,4.0,302380
1647397524,3584M,3.5,100,1.099298,100,3584M,3.5,11189
1647397526,3584M,2.5,250,0.651695,250,3584M,2.5,62131255
1647397556,4096M,1.5,350,0.439482,350,4096M,1.5,86767139
1647397644,2048M,4.0,100,1.621446,100,2048M,4.0,19980
1647397669,3584M,3.5,150,0.981856,150,3584M,3.5,136570
1647397679,3584M,2.5,300,0.690179,300,3584M,2.5,65092638
1647397724,4096M,1.5,400,0.439482,400,4096M,1.5,90102486
1647397789,2048M,4.0,150,1.621446,150,2048M,4.0,134942
1647397814,3584M,3.5,150,1.078969,150,3584M,3.5,145182
1647397831,3584M,2.5,300,0.746052,300,3584M,2.5,60889903
1647397894,4096M,1.5,450,0.416695,450,4096M,1.5,92995167
1647397935,2048M,4.0,150,1.610404,150,2048M,4.0,127786
1647397959,3584M,3.5,150,1.078969,150,3584M,3.5,135849
1647397983,3584M,2.5,300,0.769256,300,3584M,2.5,60488674
1647398059,4096M,1.5,450,0.393989,450,4096M,1.5,93180433
1647398080,2048M,4.0,150,1.603379,150,2048M,4.0,120745
1647398106,3584M,3.5,200,1.034155,200,3584M,3.5,277787
1647398136,3584M,2.5,350,0.790208,350,3584M,2.5,66236256
1647398223,4096M,1.5,500,0.380992,500,4096M,1.5,97458498
1647398226,2048M,4.0,200,1.603379,200,2048M,4.0,243813
1647398253,3584M,3.5,200,1.034155,200,3584M,3.5,4014575
1647398289,3584M,2.5,350,0.802512,350,3584M,2.5,64327253
1647398373,2048M,4.0,200,1.574869,200,2048M,4.0,243408
1647398395,4096M,1.5,550,0.371242,550,4096M,1.5,97935542
1647398400,3584M,3.5,200,1.025262,200,3584M,3.5,219976
1647398443,3584M,2.5,350,0.826372,350,3584M,2.5,63076108
1647398519,2048M,4.0,200,1.596063,200,2048M,4.0,263405
1647398552,3584M,3.5,250,1.09551,250,3584M,3.5,20574111
1647398573,4096M,1.5,550,0.379849,550,4096M,1.5,97435296
1647398597,3584M,2.5,400,0.821205,400,3584M,2.5,71131425
1647398667,2048M,4.0,250,1.641222,250,2048M,4.0,445773
1647398703,3584M,3.5,250,1.100312,250,3584M,3.5,17448297
1647398750,4096M,1.5,600,0.368729,600,4096M,1.5,98059432
1647398756,3584M,2.5,400,0.810894,400,3584M,2.5,72457748
1647398815,2048M,4.0,250,1.641222,250,2048M,4.0,423468
1647398853,3584M,3.5,250,1.140722,250,3584M,3.5,11172821
1647398914,3584M,2.5,400,0.892387,400,3584M,2.5,61375727
1647398963,2048M,4.0,250,1.693625,250,2048M,4.0,538952
1647399004,3584M,3.5,300,1.221818,300,3584M,3.5,21158330
1647399068,3584M,2.5,450,0.97463,450,3584M,2.5,69830631
1647399114,2048M,4.0,300,1.759218,300,2048M,4.0,8522344
1647399156,3584M,3.5,300,1.301437,300,3584M,3.5,19120258
1647399226,3584M,2.5,450,0.97463,450,3584M,2.5,69393745
1647399265,2048M,4.0,300,1.764309,300,2048M,4.0,8346469
1647399307,3584M,3.5,300,1.301437,300,3584M,3.5,21335727
1647399383,3584M,2.5,450,0.940279,450,3584M,2.5,69957348
1647399416,2048M,4.0,300,1.764309,300,2048M,4.0,10019159
1647399460,3584M,3.5,350,1.257704,350,3584M,3.5,33616141
1647399541,3584M,2.5,500,0.937514,500,3584M,2.5,76565644
1647399569,2048M,4.0,350,1.760414,350,2048M,4.0,14200593
1647399612,3584M,3.5,350,1.257704,350,3584M,3.5,32430309
1647399699,3584M,2.5,500,0.921419,500,3584M,2.5,76537236
1647399721,2048M,4.0,350,1.888785,350,2048M,4.0,14054885
1647399765,3584M,3.5,350,1.276126,350,3584M,3.5,32560092
1647399857,3584M,2.5,500,0.912173,500,3584M,2.5,78022182
1647399874,2048M,4.0,350,1.888785,350,2048M,4.0,14155270
1647399918,3584M,3.5,400,1.285495,400,3584M,3.5,43039746
1647400016,3584M,2.5,550,0.89435,550,3584M,2.5,82154177
1647400027,2048M,4.0,400,1.83857,400,2048M,4.0,25849744
1647400071,3584M,3.5,400,1.327494,400,3584M,3.5,42266921
1647400175,3584M,2.5,550,0.881289,550,3584M,2.5,82803326
1647400180,2048M,4.0,400,1.793221,400,2048M,4.0,24617357
1647400225,3584M,3.5,400,1.329639,400,3584M,3.5,43459288
1647400334,2048M,4.0,400,1.860559,400,2048M,4.0,24099542
1647400336,3584M,2.5,550,0.8884,550,3584M,2.5,81980410
1647400379,3584M,3.5,450,1.331605,450,3584M,3.5,51634517
1647400488,2048M,4.0,450,1.860559,450,2048M,4.0,32220902
1647400498,3584M,2.5,600,0.883636,600,3584M,2.5,85923369
1647400533,3584M,3.5,450,1.331605,450,3584M,3.5,53479448
1647400642,2048M,4.0,450,1.756984,450,2048M,4.0,32616180
1647400660,3584M,2.5,600,0.869474,600,3584M,2.5,85228019
1647400687,3584M,3.5,450,1.325812,450,3584M,3.5,52558546
1647400796,2048M,4.0,450,1.853365,450,2048M,4.0,30635553
1647400821,3584M,2.5,600,0.846413,600,3584M,2.5,85290468
1647400843,3584M,3.5,500,1.290506,500,3584M,3.5,59127489
1647400951,2048M,4.0,500,1.959854,500,2048M,4.0,28197611
1647400997,3584M,3.5,500,1.323845,500,3584M,3.5,56877315
1647401106,2048M,4.0,500,1.959854,500,2048M,4.0,38660204
1647401153,3584M,3.5,500,1.396272,500,3584M,3.5,59939812
1647401262,2048M,4.0,500,2.03835,500,2048M,4.0,24272621
1647401309,3584M,3.5,550,1.408099,550,3584M,3.5,59519228
1647401340,3840M,2.5,50,0.733215,50,3840M,2.5,7339
1647401417,2048M,4.0,550,2.03835,550,2048M,4.0,38231901
1647401465,3584M,3.5,550,1.439759,550,3584M,3.5,63737716
1647401482,3840M,2.5,50,0.692846,50,3840M,2.5,425318
1647401573,2048M,4.0,550,2.051457,550,2048M,4.0,36685035
1647401620,3584M,3.5,550,1.439759,550,3584M,3.5,63251283
1647401624,3840M,2.5,50,0.692846,50,3840M,2.5,15508
1647401729,2048M,4.0,550,2.091005,550,2048M,4.0,37061175
1647401768,3840M,2.5,100,0.672248,100,3840M,2.5,158957
1647401777,3584M,3.5,600,1.413066,600,3584M,3.5,66763147
1647401886,2048M,4.0,600,2.091005,600,2048M,4.0,46710504
1647401912,3840M,2.5,100,0.665476,100,3840M,2.5,121462
1647401934,3584M,3.5,600,1.50075,600,3584M,3.5,62048672
1647402043,2048M,4.0,600,1.987063,600,2048M,4.0,50169357
1647402056,3840M,2.5,100,0.632307,100,3840M,2.5,357730
1647402092,3584M,3.5,600,1.56756,600,3584M,3.5,61468603
1647402200,2048M,4.0,600,1.943575,600,2048M,4.0,41064106
1647402203,3840M,2.5,150,0.693278,150,3840M,2.5,4453143
1647402352,3840M,2.5,150,0.771212,150,3840M,2.5,13349540
1647402498,3840M,2.5,150,0.7978,150,3840M,2.5,291464
1647402648,3840M,2.5,200,0.96607,200,3840M,2.5,16955706
1647402798,3840M,2.5,200,1.005209,200,3840M,2.5,13895826
1647402847,2304M,4.0,50,1.42455,50,2304M,4.0,1062
1647402949,3840M,2.5,200,0.990822,200,3840M,2.5,16473437
1647403026,3840M,3.5,100,1.112511,100,3840M,3.5,3275
1647403099,3840M,2.5,250,1.00107,250,3840M,2.5,40218170
1647403169,3840M,3.5,100,1.285266,100,3840M,3.5,10550
1647403250,3840M,2.5,250,0.95126,250,3840M,2.5,39859376
1647403313,3840M,3.5,100,1.285266,100,3840M,3.5,7614
1647403400,3840M,2.5,250,0.89886,250,3840M,2.5,44553435
1647403420,2304M,4.0,100,1.69355,100,2304M,4.0,2446
1647403458,3840M,3.5,150,1.204132,150,3840M,3.5,96344
1647403552,3840M,2.5,300,0.840301,300,3840M,2.5,53164729
1647403565,2304M,4.0,150,1.744616,150,2304M,4.0,125495
1647403603,3840M,3.5,150,1.284337,150,3840M,3.5,95354
1647403703,3840M,2.5,300,0.878083,300,3840M,2.5,53033843
1647403710,2304M,4.0,150,1.754704,150,2304M,4.0,106313
1647403748,3840M,3.5,150,1.293923,150,3840M,3.5,35289
1647403855,2304M,4.0,150,0.878083,300,3840M,2.5,120958
1647403855,3840M,2.5,300,0.878083,300,3840M,2.5,55262777
1647403894,3840M,3.5,200,1.343651,200,3840M,3.5,38019
1647404001,2304M,4.0,200,1.78482,200,2304M,4.0,744408
1647404009,3840M,2.5,350,0.860699,350,3840M,2.5,66017141
1647404041,3840M,3.5,200,1.343651,200,3840M,3.5,10303
1647404148,2304M,4.0,200,1.756356,200,2304M,4.0,214167
1647404161,3840M,2.5,350,0.837731,350,3840M,2.5,64906704
1647404188,3840M,3.5,200,1.265053,200,3840M,3.5,41908
1647404294,2304M,4.0,200,1.835565,200,2304M,4.0,190115
1647404313,3840M,2.5,350,0.837731,350,3840M,2.5,65766740
1647404337,3840M,3.5,250,1.25146,250,3840M,3.5,7665449
1647404442,2304M,4.0,250,1.878118,250,2304M,4.0,479719
1647404466,3840M,2.5,400,0.823051,400,3840M,2.5,70330174
1647404485,3840M,3.5,250,1.25146,250,3840M,3.5,7502514
1647404590,2304M,4.0,250,2.059178,250,2304M,4.0,540450
1647404619,3840M,2.5,400,0.837537,400,3840M,2.5,70671080
1647404634,3840M,3.5,250,1.21966,250,3840M,3.5,6543850
1647404737,2304M,4.0,250,2.059178,250,2304M,4.0,410313
1647404772,3840M,2.5,400,0.844592,400,3840M,2.5,71383795
1647404786,3840M,3.5,300,1.181962,300,3840M,3.5,21661303
1647404889,2304M,4.0,300,1.921597,300,2304M,4.0,7823113
1647404926,3840M,2.5,450,0.850449,450,3840M,2.5,74934724
1647404937,3840M,3.5,300,1.291858,300,3840M,3.5,23881010
1647405040,2304M,4.0,300,1.854647,300,2304M,4.0,7391363
1647405080,3840M,2.5,450,0.863346,450,3840M,2.5,75820500
1647405089,3840M,3.5,300,1.291858,300,3840M,3.5,26287210
1647405191,2304M,4.0,300,1.854647,300,2304M,4.0,7902381
1647405234,3840M,2.5,450,0.887183,450,3840M,2.5,74851922
1647405241,3840M,3.5,350,1.272745,350,3840M,3.5,36112430
1647405344,2304M,4.0,350,1.867955,350,2304M,4.0,13807567
1647405389,3840M,2.5,500,0.887183,500,3840M,2.5,79724522
1647405394,3840M,3.5,350,1.317819,350,3840M,3.5,36714072
1647405496,2304M,4.0,350,1.867955,350,2304M,4.0,12745257
1647405547,3840M,3.5,350,0.903337,500,3840M,2.5,37275912
1647405547,3840M,2.5,500,0.903337,500,3840M,2.5,79611085
1647405648,2304M,4.0,350,1.785529,350,2304M,4.0,12405709
1647405700,3840M,3.5,400,1.305804,400,3840M,3.5,43167050
1647405706,3840M,2.5,500,0.91816,500,3840M,2.5,78946605
1647405802,2304M,4.0,400,1.755753,400,2304M,4.0,25028014
1647405853,3840M,3.5,400,1.305088,400,3840M,3.5,49090564
1647405868,3840M,2.5,550,0.906822,550,3840M,2.5,82996655
1647405955,2304M,4.0,400,1.81807,400,2304M,4.0,23521020
1647406006,3840M,3.5,400,1.305088,400,3840M,3.5,46750439
1647406029,3840M,2.5,550,0.888882,550,3840M,2.5,82100816
1647406108,2304M,4.0,400,1.827772,400,2304M,4.0,22158745
1647406160,3840M,3.5,450,1.278612,450,3840M,3.5,52219133
1647406190,3840M,2.5,550,0.901562,550,3840M,2.5,81462379
1647406262,2304M,4.0,450,1.842518,450,2304M,4.0,32591830
1647406314,3840M,3.5,450,1.346388,450,3840M,3.5,55243671
1647406353,3840M,2.5,600,0.880119,600,3840M,2.5,83225348
1647406417,2304M,4.0,450,1.842518,450,2304M,4.0,32781526
1647406469,3840M,3.5,450,1.346388,450,3840M,3.5,53681831
1647406514,3840M,2.5,600,0.872401,600,3840M,2.5,82292869
1647406571,2304M,4.0,450,1.812286,450,2304M,4.0,31252062
1647406624,3840M,3.5,500,1.335033,500,3840M,3.5,59336875
1647406677,3840M,2.5,600,0.882361,600,3840M,2.5,83883463
1647406726,2304M,4.0,500,1.812286,500,2304M,4.0,41480236
1647406779,3840M,3.5,500,1.518685,500,3840M,3.5,44309371
1647406881,2304M,4.0,500,1.81627,500,2304M,4.0,38405869
1647406935,3840M,3.5,500,1.525471,500,3840M,3.5,46267130
1647407036,2304M,4.0,500,2.061859,500,2304M,4.0,25079019
1647407086,4096M,2.5,50,0.581158,50,4096M,2.5,194946
1647407090,3840M,3.5,550,1.581024,550,3840M,3.5,62014761
1647407191,2304M,4.0,550,2.133681,550,2304M,4.0,38732011
1647407227,4096M,2.5,50,0.665929,50,4096M,2.5,10160
1647407247,3840M,3.5,550,1.519847,550,3840M,3.5,61247287
1647407347,2304M,4.0,550,2.133681,550,2304M,4.0,41813156
1647407370,4096M,2.5,50,0.675679,50,4096M,2.5,11187
1647407403,3840M,3.5,550,1.517782,550,3840M,3.5,56540507
1647407503,2304M,4.0,550,1.983668,550,2304M,4.0,45302252
1647407513,4096M,2.5,100,0.675679,100,4096M,2.5,377585
1647407560,3840M,3.5,600,1.570642,600,3840M,3.5,57793697
1647407657,4096M,2.5,100,0.661273,100,4096M,2.5,388011
1647407659,2304M,4.0,600,1.870161,600,2304M,4.0,52669491
1647407717,3840M,3.5,600,1.60953,600,3840M,3.5,59908347
1647407801,4096M,2.5,100,0.611455,100,4096M,2.5,357015
1647407816,2304M,4.0,600,1.885324,600,2304M,4.0,53584296
1647407875,3840M,3.5,600,1.62722,600,3840M,3.5,62130455
1647407949,4096M,2.5,150,0.664437,150,4096M,2.5,8989483
1647407973,2304M,4.0,600,2.084546,600,2304M,4.0,36941649
1647408098,4096M,2.5,150,0.7942,150,4096M,2.5,7235596
1647408242,4096M,2.5,150,0.813403,150,4096M,2.5,266174
1647408381,4096M,3.5,50,1.374968,50,4096M,3.5,1047
1647408392,4096M,2.5,200,0.89633,200,4096M,2.5,5951866
1647408523,4096M,3.5,50,0.94617,50,4096M,3.5,2335
1647408542,4096M,2.5,200,0.958624,200,4096M,2.5,7016907
1647408665,4096M,3.5,50,0.984838,50,4096M,3.5,4102
1647408690,4096M,2.5,200,0.958624,200,4096M,2.5,5538500
1647408764,2560M,4.0,50,1.145745,50,2560M,4.0,1136
1647408809,4096M,3.5,100,1.090635,100,4096M,3.5,97790
